#Name	PEP_START	PEP_END	DOM_START	DOM_END
GPC6A_HUMAN_TRANSMEM1	590	659	595	615
GPC6A_HUMAN_TRANSMEM2	627	696	632	652
GPC6A_HUMAN_TRANSMEM3	665	734	670	690
GPC6A_HUMAN_TRANSMEM4	700	769	705	725
GPC6A_HUMAN_TRANSMEM5	744	813	749	769
GPC6A_HUMAN_TRANSMEM6	778	847	783	803
GPC6A_HUMAN_TRANSMEM7	806	875	811	831
GPER1_HUMAN_TRANSMEM1	58	127	63	84
GPER1_HUMAN_TRANSMEM2	92	161	97	120
GPER1_HUMAN_TRANSMEM3	128	197	133	153
GPER1_HUMAN_TRANSMEM4	171	240	176	194
GPER1_HUMAN_TRANSMEM5	216	285	221	236
GPER1_HUMAN_TRANSMEM6	255	324	260	280
GPER1_HUMAN_TRANSMEM7	302	371	307	327
GPHRA_HUMAN_TRANSMEM1	0	70	5	25
GPHRA_HUMAN_TRANSMEM2	41	110	46	66
GPHRA_HUMAN_TRANSMEM3	74	143	79	99
GPHRA_HUMAN_TRANSMEM4	109	178	114	134
GPHRA_HUMAN_TRANSMEM5	145	214	150	170
GPHRA_HUMAN_TRANSMEM6	285	354	290	310
GPHRA_HUMAN_TRANSMEM7	338	407	343	363
GPHRA_HUMAN_TRANSMEM8	373	442	378	398
GPHRA_HUMAN_TRANSMEM9	420	455	425	445
GPHRB_HUMAN_TRANSMEM1	0	70	5	25
GPHRB_HUMAN_TRANSMEM2	41	110	46	66
GPHRB_HUMAN_TRANSMEM3	74	143	79	99
GPHRB_HUMAN_TRANSMEM4	109	178	114	134
GPHRB_HUMAN_TRANSMEM5	145	214	150	170
GPHRB_HUMAN_TRANSMEM6	285	354	290	310
GPHRB_HUMAN_TRANSMEM7	338	407	343	363
GPHRB_HUMAN_TRANSMEM8	373	442	378	398
GPHRB_HUMAN_TRANSMEM9	420	455	425	445
GPI8_HUMAN_TRANSMEM1	363	395	368	388
GPIX_HUMAN_TRANSMEM1	143	177	148	168
GPM6A_HUMAN_TRANSMEM1	18	87	23	43
GPM6A_HUMAN_TRANSMEM2	80	149	85	105
GPM6A_HUMAN_TRANSMEM3	123	192	128	148
GPM6A_HUMAN_TRANSMEM4	209	278	214	234
GPM6B_HUMAN_TRANSMEM1	26	95	31	51
GPM6B_HUMAN_TRANSMEM2	85	154	90	110
GPM6B_HUMAN_TRANSMEM3	131	200	136	156
GPM6B_HUMAN_TRANSMEM4	219	265	224	244
GPNMB_HUMAN_TRANSMEM1	494	563	499	519
GPR12_HUMAN_TRANSMEM1	44	113	49	69
GPR12_HUMAN_TRANSMEM2	73	142	78	98
GPR12_HUMAN_TRANSMEM3	109	178	114	134
GPR12_HUMAN_TRANSMEM4	154	223	159	179
GPR12_HUMAN_TRANSMEM5	195	264	200	220
GPR12_HUMAN_TRANSMEM6	248	317	253	273
GPR12_HUMAN_TRANSMEM7	278	334	283	303
GPR15_HUMAN_TRANSMEM1	29	98	34	54
GPR15_HUMAN_TRANSMEM2	65	134	70	90
GPR15_HUMAN_TRANSMEM3	116	185	121	141
GPR15_HUMAN_TRANSMEM4	145	214	150	170
GPR15_HUMAN_TRANSMEM5	188	257	193	213
GPR15_HUMAN_TRANSMEM6	235	304	240	260
GPR15_HUMAN_TRANSMEM7	280	349	285	305
GPR17_HUMAN_TRANSMEM1	60	129	65	85
GPR17_HUMAN_TRANSMEM2	88	157	93	113
GPR17_HUMAN_TRANSMEM3	129	198	134	154
GPR17_HUMAN_TRANSMEM4	171	240	176	196
GPR17_HUMAN_TRANSMEM5	219	288	224	244
GPR17_HUMAN_TRANSMEM6	256	325	261	281
GPR17_HUMAN_TRANSMEM7	304	367	309	329
GPR18_HUMAN_TRANSMEM1	22	91	27	47
GPR18_HUMAN_TRANSMEM2	52	121	57	77
GPR18_HUMAN_TRANSMEM3	91	160	96	116
GPR18_HUMAN_TRANSMEM4	134	203	139	159
GPR18_HUMAN_TRANSMEM5	187	256	192	212
GPR18_HUMAN_TRANSMEM6	228	297	233	253
GPR18_HUMAN_TRANSMEM7	264	331	269	289
GPR19_HUMAN_TRANSMEM1	65	134	70	90
GPR19_HUMAN_TRANSMEM2	98	167	103	123
GPR19_HUMAN_TRANSMEM3	139	208	144	161
GPR19_HUMAN_TRANSMEM4	178	247	183	203
GPR19_HUMAN_TRANSMEM5	217	286	222	242
GPR19_HUMAN_TRANSMEM6	273	342	278	298
GPR19_HUMAN_TRANSMEM7	305	374	310	325
GPR1_HUMAN_TRANSMEM1	37	106	42	62
GPR1_HUMAN_TRANSMEM2	69	138	74	94
GPR1_HUMAN_TRANSMEM3	108	177	113	133
GPR1_HUMAN_TRANSMEM4	150	219	155	175
GPR1_HUMAN_TRANSMEM5	206	275	211	231
GPR1_HUMAN_TRANSMEM6	243	312	248	268
GPR1_HUMAN_TRANSMEM7	282	351	287	307
GPR20_HUMAN_TRANSMEM1	44	113	49	69
GPR20_HUMAN_TRANSMEM2	82	151	87	107
GPR20_HUMAN_TRANSMEM3	121	190	126	146
GPR20_HUMAN_TRANSMEM4	164	233	169	189
GPR20_HUMAN_TRANSMEM5	192	261	197	217
GPR20_HUMAN_TRANSMEM6	234	303	239	259
GPR20_HUMAN_TRANSMEM7	271	340	276	296
GPR21_HUMAN_TRANSMEM1	28	97	33	53
GPR21_HUMAN_TRANSMEM2	71	140	76	96
GPR21_HUMAN_TRANSMEM3	100	169	105	125
GPR21_HUMAN_TRANSMEM4	143	212	148	168
GPR21_HUMAN_TRANSMEM5	187	256	192	212
GPR21_HUMAN_TRANSMEM6	248	317	253	273
GPR21_HUMAN_TRANSMEM7	279	348	284	304
GPR22_HUMAN_TRANSMEM1	41	110	46	66
GPR22_HUMAN_TRANSMEM2	81	150	86	106
GPR22_HUMAN_TRANSMEM3	111	180	116	136
GPR22_HUMAN_TRANSMEM4	152	221	157	177
GPR22_HUMAN_TRANSMEM5	204	273	209	229
GPR22_HUMAN_TRANSMEM6	311	380	316	336
GPR22_HUMAN_TRANSMEM7	345	414	350	370
GPR25_HUMAN_TRANSMEM1	35	104	40	60
GPR25_HUMAN_TRANSMEM2	71	140	76	96
GPR25_HUMAN_TRANSMEM3	122	191	127	147
GPR25_HUMAN_TRANSMEM4	151	220	156	176
GPR25_HUMAN_TRANSMEM5	196	265	201	220
GPR25_HUMAN_TRANSMEM6	238	307	243	263
GPR25_HUMAN_TRANSMEM7	285	354	290	310
GPR26_HUMAN_TRANSMEM1	6	75	11	31
GPR26_HUMAN_TRANSMEM2	43	112	48	68
GPR26_HUMAN_TRANSMEM3	77	146	82	102
GPR26_HUMAN_TRANSMEM4	119	188	124	144
GPR26_HUMAN_TRANSMEM5	164	233	169	189
GPR26_HUMAN_TRANSMEM6	241	310	246	266
GPR26_HUMAN_TRANSMEM7	272	337	277	297
GPR27_HUMAN_TRANSMEM1	19	88	24	44
GPR27_HUMAN_TRANSMEM2	51	120	56	76
GPR27_HUMAN_TRANSMEM3	93	162	98	118
GPR27_HUMAN_TRANSMEM4	135	204	140	160
GPR27_HUMAN_TRANSMEM5	177	246	182	202
GPR27_HUMAN_TRANSMEM6	281	350	286	306
GPR27_HUMAN_TRANSMEM7	316	375	321	341
GPR31_HUMAN_TRANSMEM1	12	81	17	37
GPR31_HUMAN_TRANSMEM2	48	117	53	73
GPR31_HUMAN_TRANSMEM3	87	156	92	110
GPR31_HUMAN_TRANSMEM4	127	196	132	152
GPR31_HUMAN_TRANSMEM5	176	245	181	201
GPR31_HUMAN_TRANSMEM6	215	284	220	240
GPR31_HUMAN_TRANSMEM7	261	319	266	284
GPR32_HUMAN_TRANSMEM1	40	109	45	67
GPR32_HUMAN_TRANSMEM2	74	143	79	100
GPR32_HUMAN_TRANSMEM3	112	181	117	137
GPR32_HUMAN_TRANSMEM4	152	221	157	178
GPR32_HUMAN_TRANSMEM5	216	285	221	241
GPR32_HUMAN_TRANSMEM6	253	322	258	280
GPR32_HUMAN_TRANSMEM7	296	356	301	320
GPR33_HUMAN_TRANSMEM1	26	95	31	53
GPR33_HUMAN_TRANSMEM2	60	129	65	86
GPR33_HUMAN_TRANSMEM3	99	168	104	124
GPR33_HUMAN_TRANSMEM4	139	208	144	165
GPR33_HUMAN_TRANSMEM5	205	274	210	230
GPR33_HUMAN_TRANSMEM6	242	311	247	268
GPR33_HUMAN_TRANSMEM7	279	333	284	303
GPR34_HUMAN_TRANSMEM1	57	126	62	82
GPR34_HUMAN_TRANSMEM2	84	153	89	109
GPR34_HUMAN_TRANSMEM3	124	193	129	149
GPR34_HUMAN_TRANSMEM4	167	236	172	192
GPR34_HUMAN_TRANSMEM5	212	281	217	237
GPR34_HUMAN_TRANSMEM6	265	334	270	290
GPR34_HUMAN_TRANSMEM7	306	375	311	331
GPR35_HUMAN_TRANSMEM1	20	89	25	45
GPR35_HUMAN_TRANSMEM2	52	121	57	77
GPR35_HUMAN_TRANSMEM3	86	155	91	112
GPR35_HUMAN_TRANSMEM4	131	200	136	156
GPR35_HUMAN_TRANSMEM5	170	239	175	195
GPR35_HUMAN_TRANSMEM6	214	283	219	239
GPR35_HUMAN_TRANSMEM7	254	309	259	279
GPR37_HUMAN_TRANSMEM1	261	330	266	286
GPR37_HUMAN_TRANSMEM2	295	364	300	320
GPR37_HUMAN_TRANSMEM3	331	400	336	356
GPR37_HUMAN_TRANSMEM4	375	444	380	400
GPR37_HUMAN_TRANSMEM5	439	508	444	464
GPR37_HUMAN_TRANSMEM6	489	558	494	514
GPR37_HUMAN_TRANSMEM7	527	596	532	552
GPR39_HUMAN_TRANSMEM1	30	99	35	55
GPR39_HUMAN_TRANSMEM2	65	134	70	89
GPR39_HUMAN_TRANSMEM3	105	174	110	131
GPR39_HUMAN_TRANSMEM4	147	216	152	172
GPR39_HUMAN_TRANSMEM5	213	282	218	242
GPR39_HUMAN_TRANSMEM6	279	348	284	305
GPR39_HUMAN_TRANSMEM7	319	388	324	344
GPR3_HUMAN_TRANSMEM1	38	107	43	62
GPR3_HUMAN_TRANSMEM2	70	139	75	98
GPR3_HUMAN_TRANSMEM3	106	175	111	132
GPR3_HUMAN_TRANSMEM4	149	218	154	173
GPR3_HUMAN_TRANSMEM5	194	263	199	217
GPR3_HUMAN_TRANSMEM6	241	310	246	272
GPR3_HUMAN_TRANSMEM7	273	330	278	299
GPR42_HUMAN_TRANSMEM1	15	84	20	40
GPR42_HUMAN_TRANSMEM2	43	112	48	68
GPR42_HUMAN_TRANSMEM3	86	155	91	111
GPR42_HUMAN_TRANSMEM4	128	197	133	153
GPR42_HUMAN_TRANSMEM5	174	243	179	199
GPR42_HUMAN_TRANSMEM6	218	287	223	243
GPR42_HUMAN_TRANSMEM7	254	323	259	279
GPR45_HUMAN_TRANSMEM1	34	103	39	59
GPR45_HUMAN_TRANSMEM2	71	140	76	96
GPR45_HUMAN_TRANSMEM3	105	174	110	130
GPR45_HUMAN_TRANSMEM4	145	214	150	170
GPR45_HUMAN_TRANSMEM5	194	263	199	219
GPR45_HUMAN_TRANSMEM6	264	333	269	289
GPR45_HUMAN_TRANSMEM7	301	370	306	326
GPR4_HUMAN_TRANSMEM1	13	82	18	42
GPR4_HUMAN_TRANSMEM2	50	119	55	76
GPR4_HUMAN_TRANSMEM3	87	156	92	113
GPR4_HUMAN_TRANSMEM4	128	197	133	154
GPR4_HUMAN_TRANSMEM5	175	244	180	201
GPR4_HUMAN_TRANSMEM6	220	289	225	245
GPR4_HUMAN_TRANSMEM7	259	328	264	284
GPR52_HUMAN_TRANSMEM1	40	109	45	65
GPR52_HUMAN_TRANSMEM2	83	152	88	108
GPR52_HUMAN_TRANSMEM3	112	181	117	137
GPR52_HUMAN_TRANSMEM4	155	224	160	180
GPR52_HUMAN_TRANSMEM5	199	268	204	224
GPR52_HUMAN_TRANSMEM6	261	330	266	286
GPR52_HUMAN_TRANSMEM7	292	361	297	317
GPR55_HUMAN_TRANSMEM1	17	86	22	42
GPR55_HUMAN_TRANSMEM2	54	123	59	79
GPR55_HUMAN_TRANSMEM3	90	159	95	115
GPR55_HUMAN_TRANSMEM4	133	202	138	158
GPR55_HUMAN_TRANSMEM5	176	245	181	201
GPR55_HUMAN_TRANSMEM6	227	296	232	252
GPR55_HUMAN_TRANSMEM7	267	319	272	292
GPR61_HUMAN_TRANSMEM1	40	109	45	67
GPR61_HUMAN_TRANSMEM2	71	140	76	98
GPR61_HUMAN_TRANSMEM3	108	177	113	135
GPR61_HUMAN_TRANSMEM4	151	220	156	178
GPR61_HUMAN_TRANSMEM5	202	271	207	229
GPR61_HUMAN_TRANSMEM6	283	352	288	310
GPR61_HUMAN_TRANSMEM7	320	389	325	344
GPR62_HUMAN_TRANSMEM1	14	83	19	39
GPR62_HUMAN_TRANSMEM2	49	118	54	74
GPR62_HUMAN_TRANSMEM3	87	156	92	112
GPR62_HUMAN_TRANSMEM4	125	194	130	150
GPR62_HUMAN_TRANSMEM5	173	242	178	198
GPR62_HUMAN_TRANSMEM6	235	304	240	260
GPR62_HUMAN_TRANSMEM7	268	337	273	293
GPR63_HUMAN_TRANSMEM1	77	146	82	104
GPR63_HUMAN_TRANSMEM2	111	180	116	138
GPR63_HUMAN_TRANSMEM3	153	222	158	177
GPR63_HUMAN_TRANSMEM4	192	261	197	216
GPR63_HUMAN_TRANSMEM5	236	305	241	263
GPR63_HUMAN_TRANSMEM6	311	380	316	338
GPR63_HUMAN_TRANSMEM7	348	417	353	375
GPR6_HUMAN_TRANSMEM1	70	139	75	94
GPR6_HUMAN_TRANSMEM2	102	171	107	130
GPR6_HUMAN_TRANSMEM3	138	207	143	164
GPR6_HUMAN_TRANSMEM4	181	250	186	205
GPR6_HUMAN_TRANSMEM5	226	295	231	249
GPR6_HUMAN_TRANSMEM6	273	342	278	304
GPR6_HUMAN_TRANSMEM7	305	362	310	331
GPR75_HUMAN_TRANSMEM1	42	111	47	67
GPR75_HUMAN_TRANSMEM2	82	151	87	107
GPR75_HUMAN_TRANSMEM3	116	185	121	141
GPR75_HUMAN_TRANSMEM4	156	225	161	181
GPR75_HUMAN_TRANSMEM5	201	270	206	226
GPR75_HUMAN_TRANSMEM6	314	383	319	339
GPR75_HUMAN_TRANSMEM7	346	415	351	371
GPR78_HUMAN_TRANSMEM1	3	72	8	28
GPR78_HUMAN_TRANSMEM2	43	112	48	68
GPR78_HUMAN_TRANSMEM3	76	145	81	101
GPR78_HUMAN_TRANSMEM4	118	187	123	143
GPR78_HUMAN_TRANSMEM5	164	233	169	189
GPR78_HUMAN_TRANSMEM6	238	307	243	263
GPR78_HUMAN_TRANSMEM7	273	342	278	297
GPR82_HUMAN_TRANSMEM1	7	76	12	32
GPR82_HUMAN_TRANSMEM2	51	120	56	76
GPR82_HUMAN_TRANSMEM3	88	157	93	115
GPR82_HUMAN_TRANSMEM4	152	221	157	177
GPR82_HUMAN_TRANSMEM5	193	262	198	218
GPR82_HUMAN_TRANSMEM6	247	316	252	272
GPR83_HUMAN_TRANSMEM1	67	136	72	92
GPR83_HUMAN_TRANSMEM2	103	172	108	129
GPR83_HUMAN_TRANSMEM3	141	210	146	167
GPR83_HUMAN_TRANSMEM4	182	251	187	208
GPR83_HUMAN_TRANSMEM5	234	303	239	260
GPR83_HUMAN_TRANSMEM6	289	358	294	315
GPR83_HUMAN_TRANSMEM7	323	392	328	348
GPR84_HUMAN_TRANSMEM1	22	91	27	47
GPR84_HUMAN_TRANSMEM2	53	122	58	78
GPR84_HUMAN_TRANSMEM3	90	159	95	115
GPR84_HUMAN_TRANSMEM4	140	209	145	165
GPR84_HUMAN_TRANSMEM5	176	245	181	201
GPR84_HUMAN_TRANSMEM6	316	385	321	341
GPR84_HUMAN_TRANSMEM7	348	396	353	373
GPR85_HUMAN_TRANSMEM1	21	90	26	46
GPR85_HUMAN_TRANSMEM2	53	122	58	78
GPR85_HUMAN_TRANSMEM3	92	161	97	117
GPR85_HUMAN_TRANSMEM4	133	202	138	158
GPR85_HUMAN_TRANSMEM5	184	253	189	209
GPR85_HUMAN_TRANSMEM6	282	351	287	307
GPR85_HUMAN_TRANSMEM7	309	370	314	334
GPR87_HUMAN_TRANSMEM1	43	112	48	68
GPR87_HUMAN_TRANSMEM2	71	140	76	96
GPR87_HUMAN_TRANSMEM3	112	181	117	137
GPR87_HUMAN_TRANSMEM4	155	224	160	180
GPR87_HUMAN_TRANSMEM5	204	273	209	229
GPR87_HUMAN_TRANSMEM6	252	321	257	277
GPR87_HUMAN_TRANSMEM7	293	358	298	318
GPR88_HUMAN_TRANSMEM1	31	100	36	56
GPR88_HUMAN_TRANSMEM2	69	138	74	94
GPR88_HUMAN_TRANSMEM3	112	181	117	136
GPR88_HUMAN_TRANSMEM4	154	223	159	179
GPR88_HUMAN_TRANSMEM5	191	260	196	216
GPR88_HUMAN_TRANSMEM6	281	350	286	306
GPR88_HUMAN_TRANSMEM7	306	375	311	331
GPT_HUMAN_TRANSMEM1	6	75	11	38
GPT_HUMAN_TRANSMEM2	54	123	59	78
GPT_HUMAN_TRANSMEM3	87	156	92	118
GPT_HUMAN_TRANSMEM4	117	186	122	143
GPT_HUMAN_TRANSMEM5	162	231	167	186
GPT_HUMAN_TRANSMEM6	188	257	193	213
GPT_HUMAN_TRANSMEM7	214	283	219	242
GPT_HUMAN_TRANSMEM8	246	315	251	269
GPT_HUMAN_TRANSMEM9	267	336	272	293
GPT_HUMAN_TRANSMEM10	371	408	376	400
GPVI_HUMAN_TRANSMEM1	263	332	268	288
GPV_HUMAN_TRANSMEM1	519	560	524	544
GPX8_HUMAN_TRANSMEM1	13	82	18	40
GRAM4_HUMAN_TRANSMEM1	235	304	240	260
GRAM4_HUMAN_TRANSMEM2	329	398	334	354
GRAM4_HUMAN_TRANSMEM3	351	420	356	376
GRB1L_HUMAN_TRANSMEM1	1838	1907	1843	1862
GREB1_HUMAN_TRANSMEM1	1863	1932	1868	1888
GRIA1_HUMAN_TRANSMEM1	532	601	537	557
GRIA1_HUMAN_TRANSMEM2	605	674	610	630
GRIA1_HUMAN_TRANSMEM3	801	870	806	826
GRIA2_HUMAN_TRANSMEM1	539	608	544	564
GRIA2_HUMAN_TRANSMEM2	612	681	617	637
GRIA2_HUMAN_TRANSMEM3	808	877	813	833
GRIA3_HUMAN_TRANSMEM1	548	617	553	573
GRIA3_HUMAN_TRANSMEM2	623	692	628	648
GRIA3_HUMAN_TRANSMEM3	819	888	824	844
GRIA4_HUMAN_TRANSMEM1	540	609	545	565
GRIA4_HUMAN_TRANSMEM2	613	682	618	638
GRIA4_HUMAN_TRANSMEM3	809	878	814	834
GRID1_HUMAN_TRANSMEM1	558	627	563	583
GRID1_HUMAN_TRANSMEM2	633	702	638	658
GRID1_HUMAN_TRANSMEM3	826	895	831	851
GRID2_HUMAN_TRANSMEM1	562	631	567	587
GRID2_HUMAN_TRANSMEM2	631	700	636	656
GRID2_HUMAN_TRANSMEM3	826	895	831	851
GRIK1_HUMAN_TRANSMEM1	572	641	577	597
GRIK1_HUMAN_TRANSMEM2	649	718	654	674
GRIK1_HUMAN_TRANSMEM3	830	899	835	855
GRIK2_HUMAN_TRANSMEM1	557	626	562	582
GRIK2_HUMAN_TRANSMEM2	631	700	636	656
GRIK2_HUMAN_TRANSMEM3	815	884	820	840
GRIK3_HUMAN_TRANSMEM1	559	628	564	584
GRIK3_HUMAN_TRANSMEM2	632	701	637	657
GRIK3_HUMAN_TRANSMEM3	816	885	821	841
GRIK4_HUMAN_TRANSMEM1	541	610	546	566
GRIK4_HUMAN_TRANSMEM2	619	688	624	644
GRIK4_HUMAN_TRANSMEM3	800	869	805	825
GRIK5_HUMAN_TRANSMEM1	540	609	545	565
GRIK5_HUMAN_TRANSMEM2	618	687	623	643
GRIK5_HUMAN_TRANSMEM3	799	868	804	824
GRM1_HUMAN_TRANSMEM1	588	657	593	615
GRM1_HUMAN_TRANSMEM2	625	694	630	650
GRM1_HUMAN_TRANSMEM3	654	723	659	680
GRM1_HUMAN_TRANSMEM4	699	768	704	727
GRM1_HUMAN_TRANSMEM5	746	815	751	772
GRM1_HUMAN_TRANSMEM6	781	850	786	807
GRM1_HUMAN_TRANSMEM7	811	880	816	840
GRM2A_HUMAN_TRANSMEM1	307	354	312	332
GRM2_HUMAN_TRANSMEM1	563	632	568	590
GRM2_HUMAN_TRANSMEM2	600	669	605	625
GRM2_HUMAN_TRANSMEM3	632	701	637	655
GRM2_HUMAN_TRANSMEM4	675	744	680	700
GRM2_HUMAN_TRANSMEM5	721	790	726	747
GRM2_HUMAN_TRANSMEM6	756	825	761	783
GRM2_HUMAN_TRANSMEM7	789	858	794	819
GRM3_HUMAN_TRANSMEM1	572	641	577	599
GRM3_HUMAN_TRANSMEM2	609	678	614	634
GRM3_HUMAN_TRANSMEM3	641	710	646	664
GRM3_HUMAN_TRANSMEM4	684	753	689	709
GRM3_HUMAN_TRANSMEM5	730	799	735	756
GRM3_HUMAN_TRANSMEM6	765	834	770	792
GRM3_HUMAN_TRANSMEM7	798	867	803	828
GRM4_HUMAN_TRANSMEM1	583	652	588	610
GRM4_HUMAN_TRANSMEM2	620	689	625	645
GRM4_HUMAN_TRANSMEM3	652	721	657	675
GRM4_HUMAN_TRANSMEM4	695	764	700	720
GRM4_HUMAN_TRANSMEM5	746	815	751	772
GRM4_HUMAN_TRANSMEM6	781	850	786	808
GRM4_HUMAN_TRANSMEM7	817	886	822	847
GRM5_HUMAN_TRANSMEM1	576	645	581	603
GRM5_HUMAN_TRANSMEM2	609	678	614	636
GRM5_HUMAN_TRANSMEM3	640	709	645	667
GRM5_HUMAN_TRANSMEM4	689	758	694	714
GRM5_HUMAN_TRANSMEM5	733	802	738	759
GRM5_HUMAN_TRANSMEM6	768	837	773	795
GRM5_HUMAN_TRANSMEM7	794	863	799	820
GRM6_HUMAN_TRANSMEM1	581	650	586	608
GRM6_HUMAN_TRANSMEM2	618	687	623	643
GRM6_HUMAN_TRANSMEM3	650	719	655	673
GRM6_HUMAN_TRANSMEM4	693	762	698	718
GRM6_HUMAN_TRANSMEM5	744	813	749	770
GRM6_HUMAN_TRANSMEM6	779	848	784	806
GRM6_HUMAN_TRANSMEM7	815	877	820	845
GRM7_HUMAN_TRANSMEM1	586	655	591	615
GRM7_HUMAN_TRANSMEM2	623	692	628	648
GRM7_HUMAN_TRANSMEM3	650	719	655	675
GRM7_HUMAN_TRANSMEM4	698	767	703	723
GRM7_HUMAN_TRANSMEM5	749	818	754	775
GRM7_HUMAN_TRANSMEM6	784	853	789	810
GRM7_HUMAN_TRANSMEM7	821	890	826	850
GRM8_HUMAN_TRANSMEM1	579	648	584	608
GRM8_HUMAN_TRANSMEM2	616	685	621	641
GRM8_HUMAN_TRANSMEM3	643	712	648	668
GRM8_HUMAN_TRANSMEM4	691	760	696	716
GRM8_HUMAN_TRANSMEM5	742	811	747	768
GRM8_HUMAN_TRANSMEM6	777	846	782	803
GRM8_HUMAN_TRANSMEM7	814	883	819	843
GRPL2_HUMAN_TRANSMEM1	249	318	254	274
GRPR_HUMAN_TRANSMEM1	34	103	39	62
GRPR_HUMAN_TRANSMEM2	72	141	77	96
GRPR_HUMAN_TRANSMEM3	110	179	115	136
GRPR_HUMAN_TRANSMEM4	148	217	153	174
GRPR_HUMAN_TRANSMEM5	204	273	209	234
GRPR_HUMAN_TRANSMEM6	260	329	265	285
GRPR_HUMAN_TRANSMEM7	294	363	299	325
GS1L2_HUMAN_TRANSMEM1	4	73	9	29
GS1L2_HUMAN_TRANSMEM2	116	185	121	141
GS1L2_HUMAN_TRANSMEM3	156	225	161	181
GS1L2_HUMAN_TRANSMEM4	200	269	205	225
GSDMA_HUMAN_TRANSMEM1	73	142	78	95
GSDMA_HUMAN_TRANSMEM2	94	163	99	120
GSDMA_HUMAN_TRANSMEM3	158	227	163	179
GSDMA_HUMAN_TRANSMEM4	178	247	183	197
GSG1L_HUMAN_TRANSMEM1	4	73	9	29
GSG1L_HUMAN_TRANSMEM2	128	197	133	153
GSG1L_HUMAN_TRANSMEM3	169	238	174	194
GSG1L_HUMAN_TRANSMEM4	213	282	218	238
GSG1_HUMAN_TRANSMEM1	15	84	20	40
GSG1_HUMAN_TRANSMEM2	153	222	158	178
GSG1_HUMAN_TRANSMEM3	184	253	189	209
GSG1_HUMAN_TRANSMEM4	228	297	233	253
GSLG1_HUMAN_TRANSMEM1	1141	1179	1146	1166
GTR10_HUMAN_TRANSMEM1	11	80	16	36
GTR10_HUMAN_TRANSMEM2	44	113	49	69
GTR10_HUMAN_TRANSMEM3	73	142	78	98
GTR10_HUMAN_TRANSMEM4	102	171	107	127
GTR10_HUMAN_TRANSMEM5	130	199	135	155
GTR10_HUMAN_TRANSMEM6	162	231	167	187
GTR10_HUMAN_TRANSMEM7	229	298	234	254
GTR10_HUMAN_TRANSMEM8	265	334	270	290
GTR10_HUMAN_TRANSMEM9	294	363	299	319
GTR10_HUMAN_TRANSMEM10	410	479	415	435
GTR10_HUMAN_TRANSMEM11	441	510	446	466
GTR10_HUMAN_TRANSMEM12	472	541	477	497
GTR11_HUMAN_TRANSMEM1	7	76	12	32
GTR11_HUMAN_TRANSMEM2	57	126	62	82
GTR11_HUMAN_TRANSMEM3	93	162	98	118
GTR11_HUMAN_TRANSMEM4	124	193	129	149
GTR11_HUMAN_TRANSMEM5	153	222	158	178
GTR11_HUMAN_TRANSMEM6	183	252	188	208
GTR11_HUMAN_TRANSMEM7	269	338	274	294
GTR11_HUMAN_TRANSMEM8	307	376	312	332
GTR11_HUMAN_TRANSMEM9	334	403	339	359
GTR11_HUMAN_TRANSMEM10	360	429	365	385
GTR11_HUMAN_TRANSMEM11	404	473	409	429
GTR11_HUMAN_TRANSMEM12	431	496	436	456
GTR12_HUMAN_TRANSMEM1	40	109	45	65
GTR12_HUMAN_TRANSMEM2	76	145	81	101
GTR12_HUMAN_TRANSMEM3	111	180	116	136
GTR12_HUMAN_TRANSMEM4	133	202	138	158
GTR12_HUMAN_TRANSMEM5	168	237	173	193
GTR12_HUMAN_TRANSMEM6	193	262	198	218
GTR12_HUMAN_TRANSMEM7	274	343	279	299
GTR12_HUMAN_TRANSMEM8	313	382	318	338
GTR12_HUMAN_TRANSMEM9	341	410	346	366
GTR12_HUMAN_TRANSMEM10	462	531	467	487
GTR12_HUMAN_TRANSMEM11	494	563	499	519
GTR12_HUMAN_TRANSMEM12	524	593	529	549
GTR14_HUMAN_TRANSMEM1	25	94	30	50
GTR14_HUMAN_TRANSMEM2	84	153	89	109
GTR14_HUMAN_TRANSMEM3	113	182	118	138
GTR14_HUMAN_TRANSMEM4	144	213	149	169
GTR14_HUMAN_TRANSMEM5	173	242	178	198
GTR14_HUMAN_TRANSMEM6	203	272	208	228
GTR14_HUMAN_TRANSMEM7	289	358	294	314
GTR14_HUMAN_TRANSMEM8	324	393	329	349
GTR14_HUMAN_TRANSMEM9	354	423	359	379
GTR14_HUMAN_TRANSMEM10	388	457	393	413
GTR14_HUMAN_TRANSMEM11	419	488	424	444
GTR14_HUMAN_TRANSMEM12	447	516	452	472
GTR1_HUMAN_TRANSMEM1	7	76	12	33
GTR1_HUMAN_TRANSMEM2	62	131	67	87
GTR1_HUMAN_TRANSMEM3	86	155	91	112
GTR1_HUMAN_TRANSMEM4	116	185	121	144
GTR1_HUMAN_TRANSMEM5	151	220	156	176
GTR1_HUMAN_TRANSMEM6	181	250	186	206
GTR1_HUMAN_TRANSMEM7	267	336	272	293
GTR1_HUMAN_TRANSMEM8	302	371	307	328
GTR1_HUMAN_TRANSMEM9	330	399	335	355
GTR1_HUMAN_TRANSMEM10	361	430	366	388
GTR1_HUMAN_TRANSMEM11	397	466	402	422
GTR1_HUMAN_TRANSMEM12	425	492	430	450
GTR2_HUMAN_TRANSMEM1	6	75	11	31
GTR2_HUMAN_TRANSMEM2	94	163	99	119
