#Name	PEP_START	PEP_END	DOM_START	DOM_END
ELOV6_HUMAN_TRANSMEM5	159	228	159	179
ELOV6_HUMAN_TRANSMEM6	197	266	197	217
ELOV6_HUMAN_TRANSMEM7	232	301	232	252
ELOV7_HUMAN_TRANSMEM1	28	97	28	48
ELOV7_HUMAN_TRANSMEM2	73	142	73	93
ELOV7_HUMAN_TRANSMEM3	116	185	116	136
ELOV7_HUMAN_TRANSMEM4	143	212	143	162
ELOV7_HUMAN_TRANSMEM5	172	241	172	194
ELOV7_HUMAN_TRANSMEM6	207	276	207	227
ELOV7_HUMAN_TRANSMEM7	237	306	237	257
EMARD_HUMAN_TRANSMEM1	390	459	390	410
EMARD_HUMAN_TRANSMEM2	587	656	587	607
EMB_HUMAN_TRANSMEM1	261	330	261	281
EMC10_HUMAN_TRANSMEM1	222	291	222	242
EMC1_HUMAN_TRANSMEM1	959	1028	959	979
EMC3_HUMAN_TRANSMEM1	14	83	14	34
EMC3_HUMAN_TRANSMEM2	118	187	118	138
EMC4_HUMAN_TRANSMEM1	84	153	84	104
EMC4_HUMAN_TRANSMEM2	130	199	130	150
EMC6_HUMAN_TRANSMEM1	48	117	48	68
EMC6_HUMAN_TRANSMEM2	87	156	87	107
EMC7_HUMAN_TRANSMEM1	160	229	160	180
EMD_HUMAN_TRANSMEM1	223	292	223	243
EMP1_HUMAN_TRANSMEM1	1	70	1	21
EMP1_HUMAN_TRANSMEM2	67	136	67	87
EMP1_HUMAN_TRANSMEM3	95	164	95	115
EMP1_HUMAN_TRANSMEM4	134	203	134	154
EMP2_HUMAN_TRANSMEM1	1	70	1	21
EMP2_HUMAN_TRANSMEM2	67	136	67	87
EMP2_HUMAN_TRANSMEM3	95	164	95	115
EMP2_HUMAN_TRANSMEM4	143	212	143	163
EMP3_HUMAN_TRANSMEM1	4	73	4	24
EMP3_HUMAN_TRANSMEM2	66	135	66	86
EMP3_HUMAN_TRANSMEM3	100	169	100	120
EMP3_HUMAN_TRANSMEM4	139	208	139	159
EMRE_HUMAN_TRANSMEM1	65	134	65	84
EN113_HUMAN_TRANSMEM1	633	702	633	653
ENH1_HUMAN_TRANSMEM1	524	593	524	544
ENH3_HUMAN_TRANSMEM1	516	585	516	536
ENK13_HUMAN_TRANSMEM1	459	528	459	479
ENK18_HUMAN_TRANSMEM1	522	591	522	542
ENK19_HUMAN_TRANSMEM1	633	702	633	653
ENK21_HUMAN_TRANSMEM1	632	701	632	652
ENK24_HUMAN_TRANSMEM1	522	591	522	542
ENK25_HUMAN_TRANSMEM1	633	702	633	653
ENK6_HUMAN_TRANSMEM1	633	702	633	653
ENK7_HUMAN_TRANSMEM1	522	591	522	542
ENK8_HUMAN_TRANSMEM1	633	702	633	653
ENK9_HUMAN_TRANSMEM1	632	701	632	652
ENPP1_HUMAN_TRANSMEM1	77	146	77	97
ENPP3_HUMAN_TRANSMEM1	12	81	12	30
ENPP4_HUMAN_TRANSMEM1	408	477	408	428
ENPP5_HUMAN_TRANSMEM1	432	501	432	452
ENPP7_HUMAN_TRANSMEM1	434	503	434	454
ENTK_HUMAN_TRANSMEM1	19	88	19	47
ENTP1_HUMAN_TRANSMEM1	17	86	17	37
ENTP1_HUMAN_TRANSMEM2	479	548	479	499
ENTP2_HUMAN_TRANSMEM1	8	77	8	28
ENTP2_HUMAN_TRANSMEM2	463	532	463	483
ENTP3_HUMAN_TRANSMEM1	23	92	23	43
ENTP3_HUMAN_TRANSMEM2	486	555	486	506
ENTP4_HUMAN_TRANSMEM1	34	103	34	54
ENTP4_HUMAN_TRANSMEM2	560	629	560	580
ENTP6_HUMAN_TRANSMEM1	40	109	40	60
ENTP7_HUMAN_TRANSMEM1	29	98	29	49
ENTP7_HUMAN_TRANSMEM2	547	616	547	567
ENTP8_HUMAN_TRANSMEM1	9	78	9	29
ENTP8_HUMAN_TRANSMEM2	472	541	472	492
ENVT1_HUMAN_TRANSMEM1	576	645	576	596
EPCAM_HUMAN_TRANSMEM1	266	335	266	288
EPCR_HUMAN_TRANSMEM1	211	280	211	231
EPGN_HUMAN_TRANSMEM1	111	180	111	131
EPHA1_HUMAN_TRANSMEM1	548	617	548	568
EPHA2_HUMAN_TRANSMEM1	538	607	538	558
EPHA3_HUMAN_TRANSMEM1	542	611	542	565
EPHA4_HUMAN_TRANSMEM1	548	617	548	569
EPHA5_HUMAN_TRANSMEM1	574	643	574	594
EPHA6_HUMAN_TRANSMEM1	551	620	551	571
EPHA7_HUMAN_TRANSMEM1	556	625	556	576
EPHA8_HUMAN_TRANSMEM1	543	612	543	563
EPHAA_HUMAN_TRANSMEM1	566	635	566	586
EPHB1_HUMAN_TRANSMEM1	541	610	541	563
EPHB2_HUMAN_TRANSMEM1	544	613	544	564
EPHB3_HUMAN_TRANSMEM1	560	629	560	580
EPHB4_HUMAN_TRANSMEM1	540	609	540	560
EPHB6_HUMAN_TRANSMEM1	595	664	595	615
EPHX3_HUMAN_TRANSMEM1	22	91	22	42
EPHX4_HUMAN_TRANSMEM1	17	86	17	37
EPOR_HUMAN_TRANSMEM1	251	320	251	273
EPT1_HUMAN_TRANSMEM1	47	116	47	69
EPT1_HUMAN_TRANSMEM2	84	153	84	103
EPT1_HUMAN_TRANSMEM3	123	192	123	145
EPT1_HUMAN_TRANSMEM4	150	219	150	172
EPT1_HUMAN_TRANSMEM5	179	248	179	201
EPT1_HUMAN_TRANSMEM6	221	290	221	243
EPT1_HUMAN_TRANSMEM7	256	325	256	278
EPT1_HUMAN_TRANSMEM8	291	360	291	310
EPT1_HUMAN_TRANSMEM9	317	386	317	339
EPT1_HUMAN_TRANSMEM10	344	413	344	366
EQTN_HUMAN_TRANSMEM1	182	251	182	202
ERAP1_HUMAN_TRANSMEM1	2	71	2	21
ERAP2_HUMAN_TRANSMEM1	21	90	21	40
ERB1_HUMAN_TRANSMEM1	452	521	452	472
ERBB2_HUMAN_TRANSMEM1	653	722	653	675
ERBB3_HUMAN_TRANSMEM1	644	713	644	664
ERBB4_HUMAN_TRANSMEM1	652	721	652	675
ERD21_HUMAN_TRANSMEM1	5	74	5	24
ERD21_HUMAN_TRANSMEM2	33	102	33	52
ERD21_HUMAN_TRANSMEM3	59	128	59	79
ERD21_HUMAN_TRANSMEM4	93	162	93	110
ERD21_HUMAN_TRANSMEM5	117	186	117	135
ERD21_HUMAN_TRANSMEM6	150	219	150	168
ERD21_HUMAN_TRANSMEM7	179	248	179	199
ERD22_HUMAN_TRANSMEM1	5	74	5	24
ERD22_HUMAN_TRANSMEM2	33	102	33	52
ERD22_HUMAN_TRANSMEM3	59	128	59	79
ERD22_HUMAN_TRANSMEM4	93	162	93	110
ERD22_HUMAN_TRANSMEM5	117	186	117	135
ERD22_HUMAN_TRANSMEM6	150	219	150	168
ERD22_HUMAN_TRANSMEM7	179	248	179	199
ERD23_HUMAN_TRANSMEM1	5	74	5	24
ERD23_HUMAN_TRANSMEM2	33	102	33	52
ERD23_HUMAN_TRANSMEM3	59	128	59	79
ERD23_HUMAN_TRANSMEM4	93	162	93	110
ERD23_HUMAN_TRANSMEM5	117	186	117	135
ERD23_HUMAN_TRANSMEM6	150	219	150	168
ERD23_HUMAN_TRANSMEM7	179	248	179	199
EREG_HUMAN_TRANSMEM1	120	189	120	140
ERG24_HUMAN_TRANSMEM1	13	82	13	35
ERG24_HUMAN_TRANSMEM2	62	131	62	81
ERG24_HUMAN_TRANSMEM3	102	171	102	124
ERG24_HUMAN_TRANSMEM4	129	198	129	148
ERG24_HUMAN_TRANSMEM5	255	324	255	277
ERG24_HUMAN_TRANSMEM6	287	356	287	304
ERG24_HUMAN_TRANSMEM7	355	424	355	377
ERG28_HUMAN_TRANSMEM1	4	73	4	24
ERG28_HUMAN_TRANSMEM2	52	121	52	72
ERG28_HUMAN_TRANSMEM3	79	148	79	99
ERG28_HUMAN_TRANSMEM4	105	174	105	125
ERGI1_HUMAN_TRANSMEM1	27	96	27	47
ERGI1_HUMAN_TRANSMEM2	255	324	255	275
ERGI2_HUMAN_TRANSMEM1	34	103	34	54
ERGI2_HUMAN_TRANSMEM2	320	389	320	340
ERGI3_HUMAN_TRANSMEM1	26	95	26	46
ERGI3_HUMAN_TRANSMEM2	342	411	342	362
ERLN1_HUMAN_TRANSMEM1	8	77	8	28
ERLN2_HUMAN_TRANSMEM1	4	73	4	24
ERMAP_HUMAN_TRANSMEM1	156	225	156	176
ERMP1_HUMAN_TRANSMEM1	64	133	64	84
ERMP1_HUMAN_TRANSMEM2	400	469	400	420
ERMP1_HUMAN_TRANSMEM3	458	527	458	478
ERMP1_HUMAN_TRANSMEM4	490	559	490	510
ERMP1_HUMAN_TRANSMEM5	520	589	520	540
ERMP1_HUMAN_TRANSMEM6	542	611	542	562
ERMP1_HUMAN_TRANSMEM7	580	649	580	600
ERMP1_HUMAN_TRANSMEM8	622	691	622	642
ERMP1_HUMAN_TRANSMEM9	652	721	652	672
ERN1_HUMAN_TRANSMEM1	444	513	444	464
ERN2_HUMAN_TRANSMEM1	431	500	431	451
ERVV1_HUMAN_TRANSMEM1	322	391	322	342
ERVV2_HUMAN_TRANSMEM1	322	391	322	342
ERVV2_HUMAN_TRANSMEM2	457	526	457	477
ESAM_HUMAN_TRANSMEM1	249	318	249	269
ESYT1_HUMAN_TRANSMEM1	39	108	39	59
ESYT1_HUMAN_TRANSMEM2	63	132	63	83
ESYT2_HUMAN_TRANSMEM1	104	173	104	124
ESYT2_HUMAN_TRANSMEM2	128	197	128	148
ESYT3_HUMAN_TRANSMEM1	30	99	30	50
ESYT3_HUMAN_TRANSMEM2	51	120	51	71
EVA1A_HUMAN_TRANSMEM1	35	104	35	55
EVA1B_HUMAN_TRANSMEM1	29	98	29	49
EVA1C_HUMAN_TRANSMEM1	323	392	323	343
EVC_HUMAN_TRANSMEM1	26	95	26	48
EVI2A_HUMAN_TRANSMEM1	134	203	134	154
EVI2B_HUMAN_TRANSMEM1	203	272	203	226
EXD2_HUMAN_TRANSMEM1	5	74	5	25
EXT1_HUMAN_TRANSMEM1	8	77	8	28
EXT2_HUMAN_TRANSMEM1	26	95	26	46
EXTL1_HUMAN_TRANSMEM1	10	79	10	30
EXTL2_HUMAN_TRANSMEM1	23	92	23	43
EXTL3_HUMAN_TRANSMEM1	31	100	31	51
F118A_HUMAN_TRANSMEM1	30	99	30	50
F151A_HUMAN_TRANSMEM1	14	83	14	34
F155A_HUMAN_TRANSMEM1	40	109	40	60
F155A_HUMAN_TRANSMEM2	417	486	417	437
F155B_HUMAN_TRANSMEM1	47	116	47	67
F155B_HUMAN_TRANSMEM2	433	502	433	453
F162A_HUMAN_TRANSMEM1	103	172	103	120
F162B_HUMAN_TRANSMEM1	107	176	107	127
F163A_HUMAN_TRANSMEM1	6	75	6	26
F163B_HUMAN_TRANSMEM1	6	75	6	26
F168B_HUMAN_TRANSMEM1	19	88	19	42
F168B_HUMAN_TRANSMEM2	143	212	143	164
F1711_HUMAN_TRANSMEM1	304	373	304	324
F1712_HUMAN_TRANSMEM1	316	385	316	336
F171B_HUMAN_TRANSMEM1	354	423	354	374
F172B_HUMAN_TRANSMEM1	229	298	229	245
F174A_HUMAN_TRANSMEM1	124	193	124	144
F174B_HUMAN_TRANSMEM1	91	160	91	111
F174C_HUMAN_TRANSMEM1	73	142	73	93
F187A_HUMAN_TRANSMEM1	377	446	377	397
F187B_HUMAN_TRANSMEM1	336	405	336	356
F1891_HUMAN_TRANSMEM1	31	100	31	51
F1891_HUMAN_TRANSMEM2	65	134	65	85
F1891_HUMAN_TRANSMEM3	89	158	89	109
F1891_HUMAN_TRANSMEM4	176	245	176	196
F1892_HUMAN_TRANSMEM1	86	155	86	106
F189B_HUMAN_TRANSMEM1	34	103	34	54
F189B_HUMAN_TRANSMEM2	67	136	67	87
F189B_HUMAN_TRANSMEM3	91	160	91	111
F189B_HUMAN_TRANSMEM4	174	243	174	194
F200A_HUMAN_TRANSMEM1	514	583	514	533
F205A_HUMAN_TRANSMEM1	8	77	8	28
F205C_HUMAN_TRANSMEM1	7	76	7	29
F209A_HUMAN_TRANSMEM1	53	122	53	73
F209B_HUMAN_TRANSMEM1	53	122	53	73
F210A_HUMAN_TRANSMEM1	136	205	136	156
F210B_HUMAN_TRANSMEM1	99	168	99	119
F210B_HUMAN_TRANSMEM2	150	219	150	170
F234A_HUMAN_TRANSMEM1	50	119	50	70
F234B_HUMAN_TRANSMEM1	104	173	104	124
F237A_HUMAN_TRANSMEM1	14	83	14	30
F241A_HUMAN_TRANSMEM1	100	169	100	120
F241B_HUMAN_TRANSMEM1	92	161	92	112
F74A1_HUMAN_TRANSMEM1	89	158	89	109
F74A3_HUMAN_TRANSMEM1	121	190	121	141
F74A7_HUMAN_TRANSMEM1	121	190	121	141
FA156_HUMAN_TRANSMEM1	154	223	154	170
FA2H_HUMAN_TRANSMEM1	168	237	168	188
FA2H_HUMAN_TRANSMEM2	213	282	213	233
FA2H_HUMAN_TRANSMEM3	268	337	268	288
FA2H_HUMAN_TRANSMEM4	290	359	290	310
FA87A_HUMAN_TRANSMEM1	68	137	68	88
FA87A_HUMAN_TRANSMEM2	161	230	161	181
FA8A1_HUMAN_TRANSMEM1	257	326	257	277
FA8A1_HUMAN_TRANSMEM2	304	373	304	324
FA8A1_HUMAN_TRANSMEM3	371	440	371	391
FAAH1_HUMAN_TRANSMEM1	9	78	9	29
FAAH2_HUMAN_TRANSMEM1	11	80	11	31
FACE1_HUMAN_TRANSMEM1	19	88	19	39
FACE1_HUMAN_TRANSMEM2	82	151	82	102
FACE1_HUMAN_TRANSMEM3	124	193	124	144
FACE1_HUMAN_TRANSMEM4	171	240	171	191
FACE1_HUMAN_TRANSMEM5	196	265	196	216
FACE1_HUMAN_TRANSMEM6	348	417	348	368
FACE1_HUMAN_TRANSMEM7	383	452	383	405
FACE2_HUMAN_TRANSMEM1	25	94	25	45
FACE2_HUMAN_TRANSMEM2	75	144	75	95
FACE2_HUMAN_TRANSMEM3	112	181	112	132
FACE2_HUMAN_TRANSMEM4	186	255	186	206
FACE2_HUMAN_TRANSMEM5	229	298	229	249
FACE2_HUMAN_TRANSMEM6	254	323	254	274
FACE2_HUMAN_TRANSMEM7	283	352	283	303
FACR1_HUMAN_TRANSMEM1	466	535	466	483
FACR2_HUMAN_TRANSMEM1	465	534	465	484
FADS1_HUMAN_TRANSMEM1	122	191	122	142
FADS1_HUMAN_TRANSMEM2	146	215	146	170
FADS1_HUMAN_TRANSMEM3	268	337	268	288
FADS1_HUMAN_TRANSMEM4	306	375	306	326
FADS2_HUMAN_TRANSMEM1	132	201	132	152
FADS2_HUMAN_TRANSMEM2	158	227	158	178
FADS2_HUMAN_TRANSMEM3	265	334	265	285
FADS2_HUMAN_TRANSMEM4	306	375	306	326
FADS3_HUMAN_TRANSMEM1	134	203	134	154
FADS3_HUMAN_TRANSMEM2	160	229	160	180
FADS3_HUMAN_TRANSMEM3	264	333	264	284
FADS3_HUMAN_TRANSMEM4	307	376	307	327
FADS6_HUMAN_TRANSMEM1	54	123	54	74
FADS6_HUMAN_TRANSMEM2	78	147	78	98
FADS6_HUMAN_TRANSMEM3	118	187	118	138
FADS6_HUMAN_TRANSMEM4	166	235	166	186
FADS6_HUMAN_TRANSMEM5	200	269	200	220
FADS6_HUMAN_TRANSMEM6	269	338	269	289
FAIM3_HUMAN_TRANSMEM1	252	321	252	272
FAT1_HUMAN_TRANSMEM1	4182	4251	4182	4202
FAT2_HUMAN_TRANSMEM1	4049	4118	4049	4069
FAT3_HUMAN_TRANSMEM1	4155	4224	4155	4175
FAT4_HUMAN_TRANSMEM1	4505	4574	4505	4525
FATE1_HUMAN_TRANSMEM1	163	232	163	181
FAXC_HUMAN_TRANSMEM1	68	137	68	88
FBCD1_HUMAN_TRANSMEM1	34	103	34	54
FCAMR_HUMAN_TRANSMEM1	451	520	451	471
FCAR_HUMAN_TRANSMEM1	228	297	228	246
FCER2_HUMAN_TRANSMEM1	22	91	22	47
FCERA_HUMAN_TRANSMEM1	206	275	206	224
FCERB_HUMAN_TRANSMEM1	60	129	60	79
FCERB_HUMAN_TRANSMEM2	98	167	98	117
FCERB_HUMAN_TRANSMEM3	131	200	131	150
FCERB_HUMAN_TRANSMEM4	181	250	181	200
FCERG_HUMAN_TRANSMEM1	24	93	24	44
FCG2A_HUMAN_TRANSMEM1	218	287	218	240
FCG2B_HUMAN_TRANSMEM1	218	287	218	240
FCG2C_HUMAN_TRANSMEM1	224	293	224	246
FCG3A_HUMAN_TRANSMEM1	209	278	209	229
FCGR1_HUMAN_TRANSMEM1	293	362	293	313
FCGRB_HUMAN_TRANSMEM1	199	268	199	219
FCGRN_HUMAN_TRANSMEM1	298	367	298	321
FCRL1_HUMAN_TRANSMEM1	308	377	308	328
FCRL2_HUMAN_TRANSMEM1	402	471	402	422
FCRL3_HUMAN_TRANSMEM1	574	643	574	594
FCRL4_HUMAN_TRANSMEM1	388	457	388	408
FCRL5_HUMAN_TRANSMEM1	852	921	852	872
FCRL6_HUMAN_TRANSMEM1	308	377	308	328
FDFT_HUMAN_TRANSMEM1	284	353	284	304
FDFT_HUMAN_TRANSMEM2	384	453	384	404
FFAR1_HUMAN_TRANSMEM1	9	78	9	31
FFAR1_HUMAN_TRANSMEM2	42	111	42	64
FFAR1_HUMAN_TRANSMEM3	80	149	80	101
FFAR1_HUMAN_TRANSMEM4	122	191	122	142
FFAR1_HUMAN_TRANSMEM5	179	248	179	200
FFAR1_HUMAN_TRANSMEM6	224	293	224	248
FFAR1_HUMAN_TRANSMEM7	257	326	257	279
FFAR2_HUMAN_TRANSMEM1	13	82	13	33
FFAR2_HUMAN_TRANSMEM2	42	111	42	62
FFAR2_HUMAN_TRANSMEM3	85	154	85	105
FFAR2_HUMAN_TRANSMEM4	127	196	127	147
FFAR2_HUMAN_TRANSMEM5	174	243	174	194
FFAR2_HUMAN_TRANSMEM6	220	289	220	240
FFAR2_HUMAN_TRANSMEM7	256	325	256	276
FFAR3_HUMAN_TRANSMEM1	20	89	20	40
FFAR3_HUMAN_TRANSMEM2	48	117	48	68
FFAR3_HUMAN_TRANSMEM3	89	158	89	111
FFAR3_HUMAN_TRANSMEM4	133	202	133	153
FFAR3_HUMAN_TRANSMEM5	179	248	179	199
FFAR3_HUMAN_TRANSMEM6	223	292	223	243
FFAR3_HUMAN_TRANSMEM7	259	328	259	279
FFAR4_HUMAN_TRANSMEM1	46	115	46	66
FFAR4_HUMAN_TRANSMEM2	78	147	78	98
FFAR4_HUMAN_TRANSMEM3	113	182	113	133
FFAR4_HUMAN_TRANSMEM4	157	226	157	177
FFAR4_HUMAN_TRANSMEM5	205	274	205	225
FFAR4_HUMAN_TRANSMEM6	269	338	269	289
FFAR4_HUMAN_TRANSMEM7	296	365	296	316
FGFR1_HUMAN_TRANSMEM1	377	446	377	397
FGFR2_HUMAN_TRANSMEM1	378	447	378	398
FGFR3_HUMAN_TRANSMEM1	376	445	376	396
FGFR4_HUMAN_TRANSMEM1	370	439	370	390
FGRL1_HUMAN_TRANSMEM1	379	448	379	399
FICD_HUMAN_TRANSMEM1	24	93	24	44
FIMP_HUMAN_TRANSMEM1	100	169	100	120
FIS1_HUMAN_TRANSMEM1	123	192	123	143
FITM1_HUMAN_TRANSMEM1	19	88	19	39
FITM1_HUMAN_TRANSMEM2	55	124	55	75
FITM1_HUMAN_TRANSMEM3	95	164	95	115
FITM1_HUMAN_TRANSMEM4	188	257	188	208
FITM1_HUMAN_TRANSMEM5	221	290	221	241
FITM1_HUMAN_TRANSMEM6	250	319	250	270
FITM2_HUMAN_TRANSMEM1	24	93	24	44
FITM2_HUMAN_TRANSMEM2	58	127	58	78
FITM2_HUMAN_TRANSMEM3	94	163	94	114
FITM2_HUMAN_TRANSMEM4	146	215	146	166
FITM2_HUMAN_TRANSMEM5	191	260	191	211
FITM2_HUMAN_TRANSMEM6	219	288	219	239
FKB11_HUMAN_TRANSMEM1	156	225	156	176
FKBP8_HUMAN_TRANSMEM1	390	459	390	410
FKRP_HUMAN_TRANSMEM1	7	76	7	29
FKTN_HUMAN_TRANSMEM1	8	77	8	28
FLOWR_HUMAN_TRANSMEM1	33	102	33	53
FLOWR_HUMAN_TRANSMEM2	58	127	58	78
FLOWR_HUMAN_TRANSMEM3	103	172	103	123
FLRT1_HUMAN_TRANSMEM1	525	594	525	545
FLRT2_HUMAN_TRANSMEM1	542	611	542	562
FLRT3_HUMAN_TRANSMEM1	529	598	529	549
FLT3L_HUMAN_TRANSMEM1	185	254	185	205
FLT3_HUMAN_TRANSMEM1	544	613	544	563
FLVC1_HUMAN_TRANSMEM1	108	177	108	128
FLVC1_HUMAN_TRANSMEM2	148	217	148	168
FLVC1_HUMAN_TRANSMEM3	175	244	175	195
FLVC1_HUMAN_TRANSMEM4	200	269	200	220
FLVC1_HUMAN_TRANSMEM5	241	310	241	261
FLVC1_HUMAN_TRANSMEM6	276	345	276	296
FLVC1_HUMAN_TRANSMEM7	332	401	332	352
FLVC1_HUMAN_TRANSMEM8	373	442	373	393
FLVC1_HUMAN_TRANSMEM9	402	471	402	422
FLVC1_HUMAN_TRANSMEM10	425	494	425	445
FLVC1_HUMAN_TRANSMEM11	460	529	460	480
FLVC1_HUMAN_TRANSMEM12	491	560	491	511
FLVC2_HUMAN_TRANSMEM1	103	172	103	123
FLVC2_HUMAN_TRANSMEM2	125	194	125	145
FLVC2_HUMAN_TRANSMEM3	152	221	152	172
FLVC2_HUMAN_TRANSMEM4	176	245	176	196
FLVC2_HUMAN_TRANSMEM5	217	286	217	237
FLVC2_HUMAN_TRANSMEM6	252	321	252	272
FLVC2_HUMAN_TRANSMEM7	310	379	310	330
FLVC2_HUMAN_TRANSMEM8	349	418	349	369
FLVC2_HUMAN_TRANSMEM9	386	455	386	406
FLVC2_HUMAN_TRANSMEM10	407	476	407	427
FLVC2_HUMAN_TRANSMEM11	436	505	436	456
FLVC2_HUMAN_TRANSMEM12	471	540	471	491
FMO1_HUMAN_TRANSMEM1	511	580	511	531
FMO2_HUMAN_TRANSMEM1	510	579	510	530
FMO3_HUMAN_TRANSMEM1	510	579	510	530
FMO4_HUMAN_TRANSMEM1	517	586	517	537
FMO5_HUMAN_TRANSMEM1	513	582	513	533
FMO6_HUMAN_TRANSMEM1	518	587	518	538
FMR1N_HUMAN_TRANSMEM1	69	138	69	89
FMR1N_HUMAN_TRANSMEM2	184	253	184	204
FND10_HUMAN_TRANSMEM1	183	252	183	203
FND3A_HUMAN_TRANSMEM1	1177	1246	1177	1197
FND3B_HUMAN_TRANSMEM1	1182	1251	1182	1202
FNDC4_HUMAN_TRANSMEM1	168	237	168	188
FNDC5_HUMAN_TRANSMEM1	153	222	153	173
FNDC9_HUMAN_TRANSMEM1	113	182	113	133
FOCAD_HUMAN_TRANSMEM1	404	473	404	424
FOCAD_HUMAN_TRANSMEM2	441	510	441	461
FOCAD_HUMAN_TRANSMEM3	1036	1105	1036	1056
FOLH1_HUMAN_TRANSMEM1	20	89	20	43
FPR1_HUMAN_TRANSMEM1	28	97	28	50
FPR1_HUMAN_TRANSMEM2	62	131	62	83
FPR1_HUMAN_TRANSMEM3	101	170	101	121
FPR1_HUMAN_TRANSMEM4	141	210	141	162
FPR1_HUMAN_TRANSMEM5	206	275	206	226
FPR1_HUMAN_TRANSMEM6	243	312	243	266
FPR1_HUMAN_TRANSMEM7	286	355	286	305
FPR2_HUMAN_TRANSMEM1	28	97	28	50
FPR2_HUMAN_TRANSMEM2	62	131	62	83
FPR2_HUMAN_TRANSMEM3	101	170	101	121
FPR2_HUMAN_TRANSMEM4	141	210	141	162
FPR2_HUMAN_TRANSMEM5	206	275	206	226
FPR2_HUMAN_TRANSMEM6	243	312	243	266
FPR2_HUMAN_TRANSMEM7	287	356	287	306
FPR3_HUMAN_TRANSMEM1	28	97	28	50
FPR3_HUMAN_TRANSMEM2	62	131	62	83
FPR3_HUMAN_TRANSMEM3	101	170	101	121
FPR3_HUMAN_TRANSMEM4	141	210	141	162
FPR3_HUMAN_TRANSMEM5	206	275	206	226
FPR3_HUMAN_TRANSMEM6	243	312	243	266
FPR3_HUMAN_TRANSMEM7	287	356	287	306
FPRP_HUMAN_TRANSMEM1	833	902	833	853
FR1L4_HUMAN_TRANSMEM1	1761	1830	1761	1781
FR1L5_HUMAN_TRANSMEM1	1962	2031	1962	1982
FR1L6_HUMAN_TRANSMEM1	1825	1894	1825	1845
FRAS1_HUMAN_TRANSMEM1	3902	3971	3902	3922
FREM2_HUMAN_TRANSMEM1	3114	3183	3114	3134
FRMD3_HUMAN_TRANSMEM1	531	600	531	551
FRMD5_HUMAN_TRANSMEM1	504	573	504	524
FRRS1_HUMAN_TRANSMEM1	2	71	2	22
FRRS1_HUMAN_TRANSMEM2	372	441	372	392
FRRS1_HUMAN_TRANSMEM3	415	484	415	435
FRRS1_HUMAN_TRANSMEM4	446	515	446	466
FRRS1_HUMAN_TRANSMEM5	491	560	491	511
FRRS1_HUMAN_TRANSMEM6	515	584	515	535
FRRS1_HUMAN_TRANSMEM7	569	638	569	589
FRS1L_HUMAN_TRANSMEM1	322	391	322	342
FS2P1_HUMAN_TRANSMEM1	168	237	168	188
FS2P1_HUMAN_TRANSMEM2	191	260	191	211
FS2P1_HUMAN_TRANSMEM3	306	375	306	326
FS2P1_HUMAN_TRANSMEM4	344	413	344	364
FSHR_HUMAN_TRANSMEM1	367	436	367	387
FSHR_HUMAN_TRANSMEM2	399	468	399	421
FSHR_HUMAN_TRANSMEM3	444	513	444	465
FSHR_HUMAN_TRANSMEM4	486	555	486	508
FSHR_HUMAN_TRANSMEM5	529	598	529	550
FSHR_HUMAN_TRANSMEM6	574	643	574	597
FSHR_HUMAN_TRANSMEM7	609	678	609	630
FSP1_HUMAN_TRANSMEM1	7	76	7	27
FUCT1_HUMAN_TRANSMEM1	34	103	34	56
FUCT1_HUMAN_TRANSMEM2	76	145	76	98
FUCT1_HUMAN_TRANSMEM3	111	180	111	130
FUCT1_HUMAN_TRANSMEM4	140	209	140	162
FUCT1_HUMAN_TRANSMEM5	167	236	167	185
FUCT1_HUMAN_TRANSMEM6	195	264	195	214
FUCT1_HUMAN_TRANSMEM7	227	296	227	249
FUCT1_HUMAN_TRANSMEM8	264	333	264	286
FUND1_HUMAN_TRANSMEM1	48	117	48	68
FUND1_HUMAN_TRANSMEM2	75	144	75	95
FUND1_HUMAN_TRANSMEM3	134	203	134	154
FURIN_HUMAN_TRANSMEM1	716	785	716	738
FUT10_HUMAN_TRANSMEM1	9	78	9	31
FUT11_HUMAN_TRANSMEM1	8	77	8	24
FUT1_HUMAN_TRANSMEM1	9	78	9	25
FUT2_HUMAN_TRANSMEM1	15	84	15	28
FUT3_HUMAN_TRANSMEM1	16	85	16	34
FUT4_HUMAN_TRANSMEM1	148	217	148	172
FUT5_HUMAN_TRANSMEM1	16	85	16	34
FUT6_HUMAN_TRANSMEM1	15	84	15	34
FUT7_HUMAN_TRANSMEM1	15	84	15	36
FUT8_HUMAN_TRANSMEM1	10	79	10	30
FUT9_HUMAN_TRANSMEM1	12	81	12	32
FXDC2_HUMAN_TRANSMEM1	29	98	29	49
FXDC2_HUMAN_TRANSMEM2	77	146	77	97
FXDC2_HUMAN_TRANSMEM3	134	203	134	154
FXDC2_HUMAN_TRANSMEM4	168	237	168	188
FXDC2_HUMAN_TRANSMEM5	215	284	215	235
FXDC2_HUMAN_TRANSMEM6	237	306	237	257
FXRD1_HUMAN_TRANSMEM1	62	131	62	82
FXYD3_HUMAN_TRANSMEM1	39	108	39	59
FXYD4_HUMAN_TRANSMEM1	39	108	39	59
FXYD5_HUMAN_TRANSMEM1	146	215	146	164
FXYD6_HUMAN_TRANSMEM1	36	105	36	58
FXYD7_HUMAN_TRANSMEM1	24	93	24	46
