	ID	GENE	ACC	Name	TOPO	Start	End	Transmembrane	SIGNALp	Total_MUT	Uniprot_MUT	ClinVar_MUT	COSMIC_MUT	N-terminus
1710	B3GN8_HUMAN	B3GNT8	Q7Z7M8	B3GN8_HUMAN_TOPO_DOM2	TOPO_DOM2	24	397	TM	0	0	0	0	0	Lumenal
1711	B3GN9_HUMAN	B3GNT9	Q6UX72	B3GN9_HUMAN_TOPO_DOM1	TOPO_DOM1	1	10	TM	0	0	0	0	0	Cytoplasmic
1712	B3GN9_HUMAN	B3GNT9	Q6UX72	B3GN9_HUMAN_TOPO_DOM2	TOPO_DOM2	28	402	TM	0	1	0	0	1	Lumenal
1713	B3GT1_HUMAN	B3GALT1	Q9Y5Z6	B3GT1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	6	TM	0	0	0	0	0	Cytoplasmic
1714	B3GT1_HUMAN	B3GALT1	Q9Y5Z6	B3GT1_HUMAN_TOPO_DOM2	TOPO_DOM2	27	326	TM	0	8	0	0	8	Lumenal
1715	B3GT2_HUMAN	B3GALT2	O43825	B3GT2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	24	TM	0	0	0	0	0	Cytoplasmic
1716	B3GT2_HUMAN	B3GALT2	O43825	B3GT2_HUMAN_TOPO_DOM2	TOPO_DOM2	46	422	TM	0	4	0	0	4	Lumenal
1717	B3GT4_HUMAN	B3GALT4	O96024	B3GT4_HUMAN_TOPO_DOM1	TOPO_DOM1	1	8	TM	0	0	0	0	0	Cytoplasmic
1718	B3GT4_HUMAN	B3GALT4	O96024	B3GT4_HUMAN_TOPO_DOM2	TOPO_DOM2	20	378	TM	0	0	0	0	0	Lumenal
1719	B3GT5_HUMAN	B3GALT5	Q9Y2C3	B3GT5_HUMAN_TOPO_DOM1	TOPO_DOM1	1	7	TM	0	0	0	0	0	Cytoplasmic
1720	B3GT5_HUMAN	B3GALT5	Q9Y2C3	B3GT5_HUMAN_TOPO_DOM2	TOPO_DOM2	29	310	TM	0	1	0	0	1	Lumenal
1721	B3GT6_HUMAN	B3GALT6	Q96L58	B3GT6_HUMAN_TOPO_DOM1	TOPO_DOM1	1	11	TM	0	3	1	3	0	Cytoplasmic
1722	B3GT6_HUMAN	B3GALT6	Q96L58	B3GT6_HUMAN_TOPO_DOM2	TOPO_DOM2	35	329	TM	0	13	8	12	0	Lumenal
1723	B4GA1_HUMAN	B4GAT1	O43505	B4GA1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	8	TM	0	0	0	0	0	Cytoplasmic
1724	B4GA1_HUMAN	B4GAT1	O43505	B4GA1_HUMAN_TOPO_DOM2	TOPO_DOM2	37	415	TM	0	5	2	2	3	Lumenal
1725	B4GN1_HUMAN	B4GALNT1	Q00973	B4GN1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	7	TM	0	0	0	0	0	Cytoplasmic
1726	B4GN1_HUMAN	B4GALNT1	Q00973	B4GN1_HUMAN_TOPO_DOM2	TOPO_DOM2	26	533	TM	0	6	2	2	3	Lumenal
1727	B4GN2_HUMAN	B4GALNT2	Q8NHY0	B4GN2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	67	TM	0	0	0	0	0	Cytoplasmic
1728	B4GN2_HUMAN	B4GALNT2	Q8NHY0	B4GN2_HUMAN_TOPO_DOM2	TOPO_DOM2	89	566	TM	0	5	0	0	5	Lumenal
1729	B4GN3_HUMAN	B4GALNT3	Q6L9W6	B4GN3_HUMAN_TOPO_DOM1	TOPO_DOM1	1	24	TM	0	0	0	0	0	Cytoplasmic
1730	B4GN3_HUMAN	B4GALNT3	Q6L9W6	B4GN3_HUMAN_TOPO_DOM2	TOPO_DOM2	46	998	TM	0	8	0	0	8	Lumenal
1731	B4GN4_HUMAN	B4GALNT4	Q76KP1	B4GN4_HUMAN_TOPO_DOM1	TOPO_DOM1	1	15	TM	0	0	0	0	0	Cytoplasmic
1732	B4GN4_HUMAN	B4GALNT4	Q76KP1	B4GN4_HUMAN_TOPO_DOM2	TOPO_DOM2	37	1039	TM	0	7	0	0	7	Lumenal
1733	B4GT1_HUMAN	B4GALT1	P15291	B4GT1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	24	TM	0	0	0	0	0	Cytoplasmic
1734	B4GT1_HUMAN	B4GALT1	P15291	B4GT1_HUMAN_TOPO_DOM2	TOPO_DOM2	45	398	TM	0	1	0	0	1	Lumenal
1735	B4GT2_HUMAN	B4GALT2	O60909	B4GT2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	15	TM	0	0	0	0	0	Cytoplasmic
1736	B4GT2_HUMAN	B4GALT2	O60909	B4GT2_HUMAN_TOPO_DOM2	TOPO_DOM2	37	372	TM	0	9	0	0	9	Lumenal
1737	B4GT3_HUMAN	B4GALT3	O60512	B4GT3_HUMAN_TOPO_DOM1	TOPO_DOM1	1	10	TM	0	0	0	0	0	Cytoplasmic
1738	B4GT3_HUMAN	B4GALT3	O60512	B4GT3_HUMAN_TOPO_DOM2	TOPO_DOM2	32	393	TM	0	5	0	0	5	Lumenal
1739	B4GT4_HUMAN	B4GALT4	O60513	B4GT4_HUMAN_TOPO_DOM1	TOPO_DOM1	1	12	TM	0	0	0	0	0	Cytoplasmic
1740	B4GT4_HUMAN	B4GALT4	O60513	B4GT4_HUMAN_TOPO_DOM2	TOPO_DOM2	39	344	TM	0	0	0	0	0	Lumenal
1741	B4GT5_HUMAN	B4GALT5	O43286	B4GT5_HUMAN_TOPO_DOM1	TOPO_DOM1	1	14	TM	0	0	0	0	0	Cytoplasmic
1742	B4GT5_HUMAN	B4GALT5	O43286	B4GT5_HUMAN_TOPO_DOM2	TOPO_DOM2	36	388	TM	0	3	0	0	3	Lumenal
1743	B4GT6_HUMAN	B4GALT6	Q9UBX8	B4GT6_HUMAN_TOPO_DOM1	TOPO_DOM1	1	14	TM	0	0	0	0	0	Cytoplasmic
1744	B4GT6_HUMAN	B4GALT6	Q9UBX8	B4GT6_HUMAN_TOPO_DOM2	TOPO_DOM2	36	382	TM	0	3	0	0	3	Lumenal
1745	B4GT7_HUMAN	B4GALT7	Q9UBV7	B4GT7_HUMAN_TOPO_DOM1	TOPO_DOM1	1	30	TM	0	0	0	0	0	Cytoplasmic
1746	B4GT7_HUMAN	B4GALT7	Q9UBV7	B4GT7_HUMAN_TOPO_DOM2	TOPO_DOM2	52	327	TM	0	6	2	4	2	Lumenal
1747	BACE1_HUMAN	BACE1	P56817	BACE1_HUMAN_TOPO_DOM1	TOPO_DOM1	22	457	TM	1	2	0	0	2	Extracellular
1748	BACE1_HUMAN	BACE1	P56817	BACE1_HUMAN_TOPO_DOM2	TOPO_DOM2	479	501	TM	1	1	0	0	1	Cytoplasmic
1749	BACE2_HUMAN	BACE2	Q9Y5Z0	BACE2_HUMAN_TOPO_DOM1	TOPO_DOM1	21	473	TM	1	4	0	0	4	Extracellular
1750	BACE2_HUMAN	BACE2	Q9Y5Z0	BACE2_HUMAN_TOPO_DOM2	TOPO_DOM2	495	518	TM	1	0	0	0	0	Cytoplasmic
1751	BAMBI_HUMAN	BAMBI	Q13145	BAMBI_HUMAN_TOPO_DOM1	TOPO_DOM1	21	152	TM	1	0	0	0	0	Extracellular
1752	BAMBI_HUMAN	BAMBI	Q13145	BAMBI_HUMAN_TOPO_DOM2	TOPO_DOM2	174	260	TM	1	1	0	0	1	Cytoplasmic
1753	BAP29_HUMAN	BCAP29	Q9UHQ4	BAP29_HUMAN_TOPO_DOM1	TOPO_DOM1	1	6	TM	0	0	0	0	0	Lumenal
1754	BAP29_HUMAN	BCAP29	Q9UHQ4	BAP29_HUMAN_TOPO_DOM2	TOPO_DOM2	28	43	TM	0	0	0	0	0	Cytoplasmic
1755	BAP29_HUMAN	BCAP29	Q9UHQ4	BAP29_HUMAN_TOPO_DOM3	TOPO_DOM3	65	103	TM	0	0	0	0	0	Lumenal
1756	BAP29_HUMAN	BCAP29	Q9UHQ4	BAP29_HUMAN_TOPO_DOM4	TOPO_DOM4	125	241	TM	0	2	0	0	2	Cytoplasmic
1757	BAP31_HUMAN	BCAP31	P51572	BAP31_HUMAN_TOPO_DOM1	TOPO_DOM1	2	6	TM	0	0	0	0	0	Lumenal
1758	BAP31_HUMAN	BCAP31	P51572	BAP31_HUMAN_TOPO_DOM2	TOPO_DOM2	28	43	TM	0	0	0	0	0	Cytoplasmic
1759	BAP31_HUMAN	BCAP31	P51572	BAP31_HUMAN_TOPO_DOM3	TOPO_DOM3	65	102	TM	0	1	0	0	1	Lumenal
1760	BAP31_HUMAN	BCAP31	P51572	BAP31_HUMAN_TOPO_DOM4	TOPO_DOM4	124	246	TM	0	0	0	0	0	Cytoplasmic
1761	BASI_HUMAN	BSG	P35613	BASI_HUMAN_TOPO_DOM1	TOPO_DOM1	138	323	TM	1	1	0	0	1	Extracellular
1762	BASI_HUMAN	BSG	P35613	BASI_HUMAN_TOPO_DOM2	TOPO_DOM2	345	385	TM	1	0	0	0	0	Cytoplasmic
1763	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	29	TM	0	1	0	0	1	Cytoplasmic
1764	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM2	TOPO_DOM2	51	60	TM	0	6	2	1	3	Extracellular
1765	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM3	TOPO_DOM3	82	99	TM	0	1	1	0	0	Cytoplasmic
1766	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM4	TOPO_DOM4	121	148	TM	0	3	2	2	0	Extracellular
1767	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM5	TOPO_DOM5	170	178	TM	0	2	1	2	0	Cytoplasmic
1768	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM6	TOPO_DOM6	200	210	TM	0	2	0	1	1	Extracellular
1769	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM7	TOPO_DOM7	232	251	TM	0	3	3	0	0	Cytoplasmic
1770	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM8	TOPO_DOM8	273	296	TM	0	4	2	1	2	Extracellular
1771	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM9	TOPO_DOM9	318	348	TM	0	7	6	2	1	Cytoplasmic
1772	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM10	TOPO_DOM10	370	374	TM	0	1	0	0	1	Extracellular
1773	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM11	TOPO_DOM11	396	409	TM	0	2	1	0	1	Cytoplasmic
1774	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM12	TOPO_DOM12	431	434	TM	0	0	0	0	0	Extracellular
1775	BAT1_HUMAN	SLC7A9	P82251	BAT1_HUMAN_TOPO_DOM13	TOPO_DOM13	456	487	TM	0	1	1	0	0	Cytoplasmic
1776	BCAM_HUMAN	BCAM	P50895	BCAM_HUMAN_TOPO_DOM1	TOPO_DOM1	32	547	TM	1	0	0	0	0	Extracellular
1777	BCAM_HUMAN	BCAM	P50895	BCAM_HUMAN_TOPO_DOM2	TOPO_DOM2	569	628	TM	1	1	0	0	1	Cytoplasmic
1778	BCS1_HUMAN	BCS1L	Q9Y276	BCS1_HUMAN_TOPO_DOM1	TOPO_DOM1	2	15	TM	0	0	0	0	0	Other
1779	BCS1_HUMAN	BCS1L	Q9Y276	BCS1_HUMAN_TOPO_DOM2	TOPO_DOM2	33	419	TM	0	25	20	16	3	Other
1780	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	25	TM	0	23	15	16	0	Cytoplasmic
1781	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM2	TOPO_DOM2	47	70	TM	0	2	2	1	0	Extracellular
1782	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM3	TOPO_DOM3	92	178	TM	0	28	19	10	2	Cytoplasmic
1783	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM4	TOPO_DOM4	200	228	TM	0	19	15	11	0	Extracellular
1784	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM5	TOPO_DOM5	250	270	TM	0	0	0	0	0	Extracellular
1785	BEST1_HUMAN	BEST1	O76090	BEST1_HUMAN_TOPO_DOM6	TOPO_DOM6	292	585	TM	0	39	29	24	0	Cytoplasmic
1786	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	25	TM	0	0	0	0	0	Cytoplasmic
1787	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM2	TOPO_DOM2	47	70	TM	0	2	0	0	2	Extracellular
1788	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM3	TOPO_DOM3	92	178	TM	0	1	0	0	1	Cytoplasmic
1789	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM4	TOPO_DOM4	200	228	TM	0	1	0	0	1	Extracellular
1790	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM5	TOPO_DOM5	250	270	TM	0	0	0	0	0	Extracellular
1791	BEST2_HUMAN	BEST2	Q8NFU1	BEST2_HUMAN_TOPO_DOM6	TOPO_DOM6	292	509	TM	0	1	0	0	1	Cytoplasmic
1792	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM1	TOPO_DOM1	1	25	TM	0	0	0	0	0	Cytoplasmic
1793	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM2	TOPO_DOM2	47	70	TM	0	0	0	0	0	Extracellular
1794	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM3	TOPO_DOM3	92	178	TM	0	4	0	0	4	Cytoplasmic
1795	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM4	TOPO_DOM4	200	228	TM	0	0	0	0	0	Extracellular
1796	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM5	TOPO_DOM5	250	270	TM	0	1	0	0	1	Extracellular
1797	BEST3_HUMAN	BEST3	Q8N1M1	BEST3_HUMAN_TOPO_DOM6	TOPO_DOM6	292	668	TM	0	3	0	0	3	Cytoplasmic
1798	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM1	TOPO_DOM1	1	25	TM	0	0	0	0	0	Cytoplasmic
1799	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM2	TOPO_DOM2	47	70	TM	0	0	0	0	0	Extracellular
1800	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM3	TOPO_DOM3	92	178	TM	0	0	0	0	0	Cytoplasmic
1801	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM4	TOPO_DOM4	200	228	TM	0	0	0	0	0	Extracellular
1802	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM5	TOPO_DOM5	250	285	TM	0	0	0	0	0	Extracellular
1803	BEST4_HUMAN	BEST4	Q8NFU0	BEST4_HUMAN_TOPO_DOM6	TOPO_DOM6	307	473	TM	0	0	0	0	0	Cytoplasmic
1804	BET1L_HUMAN	BET1L	Q9NYM9	BET1L_HUMAN_TOPO_DOM1	TOPO_DOM1	1	86	TM	0	0	0	0	0	Cytoplasmic
1805	BET1L_HUMAN	BET1L	Q9NYM9	BET1L_HUMAN_TOPO_DOM2	TOPO_DOM2	108	111	TM	0	0	0	0	0	Lumenal
1806	BET1_HUMAN	BET1	O15155	BET1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	94	TM	0	0	0	0	0	Cytoplasmic
1807	BET1_HUMAN	BET1	O15155	BET1_HUMAN_TOPO_DOM2	TOPO_DOM2	116	118	TM	0	0	0	0	0	Other
1808	BFAR_HUMAN	BFAR	Q9NZS9	BFAR_HUMAN_TOPO_DOM1	TOPO_DOM1	1	140	TM	0	0	0	0	0	Cytoplasmic
1809	BFAR_HUMAN	BFAR	Q9NZS9	BFAR_HUMAN_TOPO_DOM2	TOPO_DOM2	162	331	TM	0	1	0	0	1	Lumenal
1810	BFAR_HUMAN	BFAR	Q9NZS9	BFAR_HUMAN_TOPO_DOM3	TOPO_DOM3	353	360	TM	0	0	0	0	0	Cytoplasmic
1811	BFAR_HUMAN	BFAR	Q9NZS9	BFAR_HUMAN_TOPO_DOM4	TOPO_DOM4	382	404	TM	0	0	0	0	0	Lumenal
1812	BFAR_HUMAN	BFAR	Q9NZS9	BFAR_HUMAN_TOPO_DOM5	TOPO_DOM5	426	450	TM	0	0	0	0	0	Cytoplasmic
1813	BGAT_HUMAN	ABO	P16442	BGAT_HUMAN_TOPO_DOM1	TOPO_DOM1	1	32	TM	0	0	0	0	0	Cytoplasmic
1814	BGAT_HUMAN	ABO	P16442	BGAT_HUMAN_TOPO_DOM2	TOPO_DOM2	54	354	TM	0	3	0	0	3	Lumenal
1815	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	29	TM	0	0	0	0	0	Cytoplasmic
1816	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM2	TOPO_DOM2	51	52	TM	0	0	0	0	0	Lumenal
1817	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM3	TOPO_DOM3	74	86	TM	0	1	0	0	1	Cytoplasmic
1818	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM4	TOPO_DOM4	108	112	TM	0	0	0	0	0	Lumenal
1819	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM5	TOPO_DOM5	134	139	TM	0	0	0	0	0	Cytoplasmic
1820	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM6	TOPO_DOM6	161	166	TM	0	0	0	0	0	Lumenal
1821	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM7	TOPO_DOM7	188	206	TM	0	0	0	0	0	Cytoplasmic
1822	BI1_HUMAN	TMBIM6	P55061	BI1_HUMAN_TOPO_DOM8	TOPO_DOM8	228	237	TM	0	0	0	0	0	Cytoplasmic
1823	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM1	TOPO_DOM1	1	40	TM	0	0	0	0	0	Extracellular
1824	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM2	TOPO_DOM2	65	73	TM	0	0	0	0	0	Cytoplasmic
1825	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM3	TOPO_DOM3	99	111	TM	0	0	0	0	0	Extracellular
1826	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM4	TOPO_DOM4	134	155	TM	0	0	0	0	0	Cytoplasmic
1827	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM5	TOPO_DOM5	179	199	TM	0	1	0	0	1	Extracellular
1828	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM6	TOPO_DOM6	227	247	TM	0	0	0	0	0	Cytoplasmic
1829	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM7	TOPO_DOM7	273	291	TM	0	0	0	0	0	Extracellular
1830	BKRB1_HUMAN	BDKRB1	P46663	BKRB1_HUMAN_TOPO_DOM8	TOPO_DOM8	315	353	TM	0	0	0	0	0	Cytoplasmic
1831	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	60	TM	0	0	0	0	0	Extracellular
1832	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM2	TOPO_DOM2	85	93	TM	0	0	0	0	0	Cytoplasmic
1833	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM3	TOPO_DOM3	119	131	TM	0	1	0	0	1	Extracellular
1834	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM4	TOPO_DOM4	154	175	TM	0	0	0	0	0	Cytoplasmic
1835	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM5	TOPO_DOM5	199	221	TM	0	0	0	0	0	Extracellular
1836	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM6	TOPO_DOM6	249	267	TM	0	0	0	0	0	Cytoplasmic
1837	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM7	TOPO_DOM7	293	311	TM	0	0	0	0	0	Extracellular
1838	BKRB2_HUMAN	BDKRB2	P30411	BKRB2_HUMAN_TOPO_DOM8	TOPO_DOM8	336	391	TM	0	0	0	0	0	Cytoplasmic
1839	BMPR2_HUMAN	BMPR2	Q13873	BMPR2_HUMAN_TOPO_DOM1	TOPO_DOM1	27	150	TM	1	41	14	33	2	Extracellular
1840	BMPR2_HUMAN	BMPR2	Q13873	BMPR2_HUMAN_TOPO_DOM2	TOPO_DOM2	172	1038	TM	1	57	15	50	3	Cytoplasmic
1841	BMR1A_HUMAN	BMPR1A	P36894	BMR1A_HUMAN_TOPO_DOM1	TOPO_DOM1	24	152	TM	1	7	4	5	0	Extracellular
1842	BMR1A_HUMAN	BMPR1A	P36894	BMR1A_HUMAN_TOPO_DOM2	TOPO_DOM2	177	532	TM	1	7	4	3	2	Cytoplasmic
1843	BMR1B_HUMAN	BMPR1B	O00238	BMR1B_HUMAN_TOPO_DOM1	TOPO_DOM1	14	126	TM	1	4	2	2	2	Extracellular
1844	BMR1B_HUMAN	BMPR1B	O00238	BMR1B_HUMAN_TOPO_DOM2	TOPO_DOM2	149	502	TM	1	11	4	8	3	Cytoplasmic
1845	BOC_HUMAN	BOC	Q9BWV1	BOC_HUMAN_TOPO_DOM1	TOPO_DOM1	31	855	TM	1	18	0	0	18	Extracellular
1846	BOC_HUMAN	BOC	Q9BWV1	BOC_HUMAN_TOPO_DOM2	TOPO_DOM2	877	1114	TM	1	2	0	0	2	Cytoplasmic
1847	BRID5_HUMAN	BRICD5	Q6PL45	BRID5_HUMAN_TOPO_DOM1	TOPO_DOM1	53	235	TM	0	2	0	0	2	Extracellular
1848	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM1	TOPO_DOM1	1	41	TM	0	1	0	0	1	Extracellular
1849	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM2	TOPO_DOM2	64	82	TM	0	0	0	0	0	Cytoplasmic
1850	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM3	TOPO_DOM3	104	121	TM	0	0	0	0	0	Extracellular
1851	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM4	TOPO_DOM4	144	163	TM	0	0	0	0	0	Cytoplasmic
1852	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM5	TOPO_DOM5	185	220	TM	0	1	0	0	1	Extracellular
1853	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM6	TOPO_DOM6	242	272	TM	0	2	0	0	2	Cytoplasmic
1854	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM7	TOPO_DOM7	294	313	TM	0	0	0	0	0	Extracellular
1855	BRS3_HUMAN	BRS3	P32247	BRS3_HUMAN_TOPO_DOM8	TOPO_DOM8	334	399	TM	0	0	0	0	0	Cytoplasmic
1856	BSCL2_HUMAN	BSCL2	Q96G97	BSCL2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	26	TM	0	0	0	0	0	Cytoplasmic
1857	BSCL2_HUMAN	BSCL2	Q96G97	BSCL2_HUMAN_TOPO_DOM2	TOPO_DOM2	48	242	TM	0	9	3	4	2	Lumenal
1858	BSCL2_HUMAN	BSCL2	Q96G97	BSCL2_HUMAN_TOPO_DOM3	TOPO_DOM3	264	398	TM	0	1	0	1	0	Cytoplasmic
1859	BSND_HUMAN	BSND	Q8WZ55	BSND_HUMAN_TOPO_DOM1	TOPO_DOM1	1	5	TM	0	2	0	2	0	Cytoplasmic
1860	BSND_HUMAN	BSND	Q8WZ55	BSND_HUMAN_TOPO_DOM2	TOPO_DOM2	27	32	TM	0	0	0	0	0	Extracellular
1861	BSND_HUMAN	BSND	Q8WZ55	BSND_HUMAN_TOPO_DOM3	TOPO_DOM3	54	320	TM	0	1	0	0	1	Cytoplasmic
1862	BST2_HUMAN	BST2	Q10589	BST2_HUMAN_TOPO_DOM1	TOPO_DOM1	1	20	TM	0	0	0	0	0	Cytoplasmic
1863	BST2_HUMAN	BST2	Q10589	BST2_HUMAN_TOPO_DOM2	TOPO_DOM2	49	161	TM	0	0	0	0	0	Extracellular
1864	BT1A1_HUMAN	BTN1A1	Q13410	BT1A1_HUMAN_TOPO_DOM1	TOPO_DOM1	27	242	TM	1	0	0	0	0	Extracellular
1865	BT1A1_HUMAN	BTN1A1	Q13410	BT1A1_HUMAN_TOPO_DOM2	TOPO_DOM2	270	526	TM	1	4	0	0	4	Cytoplasmic
1866	BT2A1_HUMAN	BTN2A1	Q7KYR7	BT2A1_HUMAN_TOPO_DOM1	TOPO_DOM1	29	248	TM	1	1	0	0	1	Extracellular
1867	BT2A1_HUMAN	BTN2A1	Q7KYR7	BT2A1_HUMAN_TOPO_DOM2	TOPO_DOM2	270	527	TM	1	0	0	0	0	Cytoplasmic
1868	BT2A2_HUMAN	BTN2A2	Q8WVV5	BT2A2_HUMAN_TOPO_DOM1	TOPO_DOM1	33	265	TM	1	0	0	0	0	Extracellular
1869	BT2A2_HUMAN	BTN2A2	Q8WVV5	BT2A2_HUMAN_TOPO_DOM2	TOPO_DOM2	287	523	TM	1	1	0	0	1	Cytoplasmic
1870	BT2A3_HUMAN	BTN2A3P	Q96KV6	BT2A3_HUMAN_TOPO_DOM1	TOPO_DOM1	28	246	TM	1	0	0	0	0	Extracellular
1871	BT2A3_HUMAN	BTN2A3P	Q96KV6	BT2A3_HUMAN_TOPO_DOM2	TOPO_DOM2	268	586	TM	1	0	0	0	0	Cytoplasmic
1872	BT3A1_HUMAN	BTN3A1	O00481	BT3A1_HUMAN_TOPO_DOM1	TOPO_DOM1	30	254	TM	1	0	0	0	0	Extracellular
1873	BT3A1_HUMAN	BTN3A1	O00481	BT3A1_HUMAN_TOPO_DOM2	TOPO_DOM2	272	513	TM	1	0	0	0	0	Cytoplasmic
1874	BT3A2_HUMAN	BTN3A2	P78410	BT3A2_HUMAN_TOPO_DOM1	TOPO_DOM1	30	248	TM	1	1	0	0	1	Extracellular
1875	BT3A2_HUMAN	BTN3A2	P78410	BT3A2_HUMAN_TOPO_DOM2	TOPO_DOM2	270	334	TM	1	0	0	0	0	Cytoplasmic
1876	BT3A3_HUMAN	BTN3A3	O00478	BT3A3_HUMAN_TOPO_DOM1	TOPO_DOM1	30	248	TM	1	0	0	0	0	Extracellular
1877	BT3A3_HUMAN	BTN3A3	O00478	BT3A3_HUMAN_TOPO_DOM2	TOPO_DOM2	270	584	TM	1	0	0	0	0	Cytoplasmic
1878	BTC_HUMAN	BTC	P35070	BTC_HUMAN_TOPO_DOM1	TOPO_DOM1	32	118	TM	1	0	0	0	0	Extracellular
