ID	GENE	ACC	Name	TMD	Start	End	Position	TM protein	Signalp	Total_MUT	UniProt_MUT	ClinVar_MUT	COSMIC_MUT	Size	N_terminus	SignalP_TM	SignalP_noTM	Topfind	Highlight
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM4	TRANSMEM4	157	177	221	YES	0	3	0	0	3	5	Other	0.184	0.205		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM5	TRANSMEM5	222	242	251	YES	0	3	0	0	3	5	Other	0.348	0.447		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM6	TRANSMEM6	304	324	348	YES	0	3	0	0	3	5	Other	0.142	0.214		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM7	TRANSMEM7	334	354	363	YES	0	3	0	0	3	5	Other	0.234	0.323		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM8	TRANSMEM8	366	386	384	YES	0	3	0	0	3	5	Other	0.188	0.266		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM9	TRANSMEM9	394	414	413	YES	0	3	0	0	3	5	Other	0.296	0.398		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM10	TRANSMEM10	423	443	439	YES	0	3	0	0	3	5	Other	0.245	0.287		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM11	TRANSMEM11	466	486	493	YES	0	3	0	0	3	5	Other	0.204	0.282		NO
G6PT2_HUMAN	SLC37A1	P57057	G6PT2_HUMAN_TRANSMEM12	TRANSMEM12	490	510	516	YES	0	3	0	0	3	5	Other	0.27	0.359		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM2	TRANSMEM2	88	108	110	YES	0	4	0	0	4	5	Other	0.368	0.535		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM3	TRANSMEM3	118	138	138	YES	0	4	0	0	4	5	Other	0.208	0.369		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM4	TRANSMEM4	145	165	161	YES	0	4	0	0	4	5	Other	0.205	0.182		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM5	TRANSMEM5	189	209	239	YES	0	4	0	0	4	5	Other	0.233	0.407		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM6	TRANSMEM6	210	230	239	YES	0	4	0	0	4	5	Other	0.473	0.588		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM7	TRANSMEM7	302	322	318	YES	0	4	0	0	4	5	Other	0.215	0.314		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM8	TRANSMEM8	334	354	352	YES	0	4	0	0	4	5	Other	0.183	0.249		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM9	TRANSMEM9	362	382	384	YES	0	4	0	0	4	5	Other	0.288	0.407		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM10	TRANSMEM10	391	411	407	YES	0	4	0	0	4	5	Other	0.244	0.287		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM11	TRANSMEM11	434	454	474	YES	0	4	0	0	4	5	Other	0.173	0.217		NO
G6PT3_HUMAN	SLC37A2	Q8TED4	G6PT3_HUMAN_TRANSMEM12	TRANSMEM12	462	482	484	YES	0	4	0	0	4	5	Other	0.217	0.326		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM1	TRANSMEM1	592	612	607	YES	1	10	0	0	10	5	Extracellular	0.361	0.543		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM2	TRANSMEM2	632	652	652	YES	1	10	0	0	10	5	Cytoplasmic	0.312	0.418		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM3	TRANSMEM3	668	688	680	YES	1	10	0	0	10	5	Extracellular	0.171	0.252		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM4	TRANSMEM4	711	731	729	YES	1	10	0	0	10	5	Cytoplasmic	0.244	0.299		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM5	TRANSMEM5	769	789	797	YES	1	10	0	0	10	5	Extracellular	0.452	0.593		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM6	TRANSMEM6	805	825	828	YES	1	10	0	0	10	5	Cytoplasmic	0.321	0.388		NO
GABR1_HUMAN	GABBR1	Q9UBS5	GABR1_HUMAN_TRANSMEM7	TRANSMEM7	834	854	853	YES	1	10	0	0	10	5	Extracellular	0.209	0.397		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM1	TRANSMEM1	484	504	499	YES	1	26	5	7	19	5	Extracellular	0.229	0.375		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM2	TRANSMEM2	523	543	545	YES	1	26	5	7	19	5	Cytoplasmic	0.23	0.269		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM3	TRANSMEM3	552	572	568	YES	1	26	5	7	19	5	Extracellular	0.205	0.311		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM4	TRANSMEM4	598	618	621	YES	1	26	5	7	19	5	Cytoplasmic	0.468	0.571		YES
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM5	TRANSMEM5	655	675	676	YES	1	26	5	7	19	5	Extracellular	0.284	0.448		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM6	TRANSMEM6	692	712	738	YES	1	26	5	7	19	5	Cytoplasmic	0.282	0.489		NO
GABR2_HUMAN	GABBR2	O75899	GABR2_HUMAN_TRANSMEM7	TRANSMEM7	721	741	738	YES	1	26	5	7	19	5	Extracellular	0.469	0.767		NO
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM2	TRANSMEM2	71	91	98	YES	0	6	0	0	6	5	Cytoplasmic	0.235	0.537		YES
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM3	TRANSMEM3	110	131	131	YES	0	6	0	0	6	5	Extracellular	0.374	0.454		NO
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM4	TRANSMEM4	152	172	168	YES	0	6	0	0	6	5	Cytoplasmic	0.441	0.566		YES
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM5	TRANSMEM5	201	221	222	YES	0	6	0	0	6	5	Extracellular	0.458	0.827		NO
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM6	TRANSMEM6	249	269	271	YES	0	6	0	0	6	5	Cytoplasmic	0.187	0.299		NO
GALR1_HUMAN	GALR1	P47211	GALR1_HUMAN_TRANSMEM7	TRANSMEM7	272	292	293	YES	0	6	0	0	6	5	Extracellular	0.357	0.394		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM2	TRANSMEM2	61	81	84	YES	0	2	0	0	2	5	Cytoplasmic	0.244	0.335		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM3	TRANSMEM3	100	121	118	YES	0	2	0	0	2	5	Extracellular	0.503	0.583		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM4	TRANSMEM4	142	162	163	YES	0	2	0	0	2	5	Cytoplasmic	0.269	0.375		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM5	TRANSMEM5	188	208	209	YES	0	2	0	0	2	5	Extracellular	0.278	0.704		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM6	TRANSMEM6	238	258	255	YES	0	2	0	0	2	5	Cytoplasmic	0.543	0.797		NO
GALR2_HUMAN	GALR2	O43603	GALR2_HUMAN_TRANSMEM7	TRANSMEM7	261	281	286	YES	0	2	0	0	2	5	Extracellular	0.302	0.375		NO
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM2	TRANSMEM2	58	78	81	YES	0	0	0	0	0	5	Cytoplasmic	0.234	0.356		NO
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM3	TRANSMEM3	97	118	115	YES	0	0	0	0	0	5	Extracellular	0.371	0.463		NO
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM4	TRANSMEM4	139	159	160	YES	0	0	0	0	0	5	Cytoplasmic	0.316	0.445		NO
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM5	TRANSMEM5	185	205	206	YES	0	0	0	0	0	5	Extracellular	0.257	0.375		NO
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM6	TRANSMEM6	237	257	254	YES	0	0	0	0	0	5	Cytoplasmic	0.378	0.558		YES
GALR3_HUMAN	GALR3	O60755	GALR3_HUMAN_TRANSMEM7	TRANSMEM7	260	280	270	YES	0	0	0	0	0	5	Extracellular	0.183	0.181		NO
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM2	TRANSMEM2	88	109	108	YES	0	8	0	0	8	5	Cytoplasmic	0.323	0.486		NO
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM3	TRANSMEM3	132	150	150	YES	0	8	0	0	8	5	Extracellular	0.286	0.33		NO
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM4	TRANSMEM4	171	189	236	YES	0	8	0	0	8	5	Cytoplasmic	0.38	0.72		YES
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM5	TRANSMEM5	220	242	236	YES	0	8	0	0	8	5	Extracellular	0.625	0.901		NO
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM6	TRANSMEM6	334	355	352	YES	0	8	0	0	8	5	Cytoplasmic	0.811	0.926		NO
GASR_HUMAN	CCKBR	P32239	GASR_HUMAN_TRANSMEM7	TRANSMEM7	374	394	392	YES	0	8	0	0	8	5	Extracellular	0.267	0.231		NO
GBRA1_HUMAN	GABRA1	P14867	GBRA1_HUMAN_TRANSMEM1	TRANSMEM1	252	273	269	YES	1	56	6	32	20	5	Extracellular	0.239	0.256		NO
GBRA1_HUMAN	GABRA1	P14867	GBRA1_HUMAN_TRANSMEM2	TRANSMEM2	279	300	300	YES	1	56	6	32	20	5	Extracellular	0.265	0.317		NO
GBRA1_HUMAN	GABRA1	P14867	GBRA1_HUMAN_TRANSMEM3	TRANSMEM3	313	334	335	YES	1	56	6	32	20	5	Extracellular	0.241	0.399		NO
GBRA1_HUMAN	GABRA1	P14867	GBRA1_HUMAN_TRANSMEM4	TRANSMEM4	422	443	440	YES	1	56	6	32	20	5	Cytoplasmic	0.182	0.302		NO
GBRA2_HUMAN	GABRA2	P47869	GBRA2_HUMAN_TRANSMEM1	TRANSMEM1	252	273	269	YES	1	25	6	5	18	5	Extracellular	0.239	0.256		NO
GBRA2_HUMAN	GABRA2	P47869	GBRA2_HUMAN_TRANSMEM2	TRANSMEM2	279	300	300	YES	1	25	6	5	18	5	Extracellular	0.265	0.318		NO
GBRA2_HUMAN	GABRA2	P47869	GBRA2_HUMAN_TRANSMEM3	TRANSMEM3	313	334	335	YES	1	25	6	5	18	5	Extracellular	0.238	0.398		NO
GBRA2_HUMAN	GABRA2	P47869	GBRA2_HUMAN_TRANSMEM4	TRANSMEM4	420	441	431	YES	1	25	6	5	18	5	Cytoplasmic	0.175	0.249		NO
GBRA3_HUMAN	GABRA3	P34903	GBRA3_HUMAN_TRANSMEM1	TRANSMEM1	277	298	294	YES	1	21	0	1	20	5	Extracellular	0.239	0.256		NO
GBRA3_HUMAN	GABRA3	P34903	GBRA3_HUMAN_TRANSMEM2	TRANSMEM2	304	325	325	YES	1	21	0	1	20	5	Extracellular	0.263	0.316		NO
GBRA3_HUMAN	GABRA3	P34903	GBRA3_HUMAN_TRANSMEM3	TRANSMEM3	338	359	360	YES	1	21	0	1	20	5	Extracellular	0.236	0.399		NO
GBRA3_HUMAN	GABRA3	P34903	GBRA3_HUMAN_TRANSMEM4	TRANSMEM4	458	479	476	YES	1	21	0	1	20	5	Cytoplasmic	0.185	0.344		NO
GBRA4_HUMAN	GABRA4	P48169	GBRA4_HUMAN_TRANSMEM1	TRANSMEM1	259	280	275	YES	1	20	0	0	20	5	Extracellular	0.234	0.26		NO
GBRA4_HUMAN	GABRA4	P48169	GBRA4_HUMAN_TRANSMEM2	TRANSMEM2	285	306	306	YES	1	20	0	0	20	5	Extracellular	0.251	0.31		NO
GBRA4_HUMAN	GABRA4	P48169	GBRA4_HUMAN_TRANSMEM3	TRANSMEM3	318	340	341	YES	1	20	0	0	20	5	Extracellular	0.276	0.427		NO
GBRA4_HUMAN	GABRA4	P48169	GBRA4_HUMAN_TRANSMEM4	TRANSMEM4	524	543	534	YES	1	20	0	0	20	5	Cytoplasmic	0.174	0.214		NO
GBRA5_HUMAN	GABRA5	P31644	GBRA5_HUMAN_TRANSMEM1	TRANSMEM1	260	281	276	YES	1	21	3	5	16	5	Extracellular	0.24	0.265		NO
GBRA5_HUMAN	GABRA5	P31644	GBRA5_HUMAN_TRANSMEM2	TRANSMEM2	286	307	307	YES	1	21	3	5	16	5	Extracellular	0.265	0.318		NO
GBRA5_HUMAN	GABRA5	P31644	GBRA5_HUMAN_TRANSMEM3	TRANSMEM3	319	341	342	YES	1	21	3	5	16	5	Extracellular	0.232	0.394		NO
GBRA5_HUMAN	GABRA5	P31644	GBRA5_HUMAN_TRANSMEM4	TRANSMEM4	428	449	446	YES	1	21	3	5	16	5	Cytoplasmic	0.179	0.265		NO
GBRA6_HUMAN	GABRA6	Q16445	GBRA6_HUMAN_TRANSMEM1	TRANSMEM1	243	264	259	YES	1	23	0	0	23	5	Extracellular	0.223	0.233		NO
GBRA6_HUMAN	GABRA6	Q16445	GBRA6_HUMAN_TRANSMEM2	TRANSMEM2	269	290	290	YES	1	23	0	0	23	5	Extracellular	0.253	0.313		NO
GBRA6_HUMAN	GABRA6	Q16445	GBRA6_HUMAN_TRANSMEM3	TRANSMEM3	301	324	325	YES	1	23	0	0	23	5	Extracellular	0.261	0.424		NO
GBRA6_HUMAN	GABRA6	Q16445	GBRA6_HUMAN_TRANSMEM4	TRANSMEM4	420	441	430	YES	1	23	0	0	23	5	Cytoplasmic	0.17	0.249		NO
GBRB1_HUMAN	GABRB1	P18505	GBRB1_HUMAN_TRANSMEM1	TRANSMEM1	246	267	274	YES	1	23	2	3	20	5	Extracellular	0.248	0.479		NO
GBRB1_HUMAN	GABRB1	P18505	GBRB1_HUMAN_TRANSMEM2	TRANSMEM2	271	293	281	YES	1	23	2	3	20	5	Extracellular	0.185	0.247		NO
GBRB1_HUMAN	GABRB1	P18505	GBRB1_HUMAN_TRANSMEM3	TRANSMEM3	305	327	328	YES	1	23	2	3	20	5	Extracellular	0.199	0.56		NO
GBRB1_HUMAN	GABRB1	P18505	GBRB1_HUMAN_TRANSMEM4	TRANSMEM4	452	473	462	YES	1	23	2	3	20	5	Cytoplasmic	0.182	0.273		NO
GBRB2_HUMAN	GABRB2	P47870	GBRB2_HUMAN_TRANSMEM1	TRANSMEM1	245	266	273	YES	1	52	9	27	23	5	Extracellular	0.235	0.491		NO
GBRB2_HUMAN	GABRB2	P47870	GBRB2_HUMAN_TRANSMEM2	TRANSMEM2	270	292	280	YES	1	52	9	27	23	5	Extracellular	0.17	0.231		NO
GBRB2_HUMAN	GABRB2	P47870	GBRB2_HUMAN_TRANSMEM3	TRANSMEM3	304	326	327	YES	1	52	9	27	23	5	Extracellular	0.219	0.536		NO
GBRB2_HUMAN	GABRB2	P47870	GBRB2_HUMAN_TRANSMEM4	TRANSMEM4	490	511	501	YES	1	52	9	27	23	5	Cytoplasmic	0.155	0.267		NO
GBRB3_HUMAN	GABRB3	P28472	GBRB3_HUMAN_TRANSMEM1	TRANSMEM1	246	267	274	YES	1	66	12	35	26	5	Extracellular	0.235	0.491		NO
GBRB3_HUMAN	GABRB3	P28472	GBRB3_HUMAN_TRANSMEM2	TRANSMEM2	271	293	281	YES	1	66	12	35	26	5	Cytoplasmic	0.169	0.231		NO
GBRB3_HUMAN	GABRB3	P28472	GBRB3_HUMAN_TRANSMEM3	TRANSMEM3	305	327	328	YES	1	66	12	35	26	5	Extracellular	0.212	0.54		NO
GBRB3_HUMAN	GABRB3	P28472	GBRB3_HUMAN_TRANSMEM4	TRANSMEM4	451	472	461	YES	1	66	12	35	26	5	Cytoplasmic	0.18	0.276		NO
GBRD_HUMAN	GABRD	O14764	GBRD_HUMAN_TRANSMEM1	TRANSMEM1	249	271	275	YES	1	7	2	0	5	5	Extracellular	0.365	0.555		NO
GBRD_HUMAN	GABRD	O14764	GBRD_HUMAN_TRANSMEM2	TRANSMEM2	275	297	332	YES	1	7	2	0	5	5	Extracellular	0.304	0.452		NO
GBRD_HUMAN	GABRD	O14764	GBRD_HUMAN_TRANSMEM3	TRANSMEM3	309	331	332	YES	1	7	2	0	5	5	Extracellular	0.435	0.787		NO
GBRD_HUMAN	GABRD	O14764	GBRD_HUMAN_TRANSMEM4	TRANSMEM4	430	452	440	YES	1	7	2	0	5	5	Cytoplasmic	0.148	0.195		NO
GBRE_HUMAN	GABRE	P78334	GBRE_HUMAN_TRANSMEM1	TRANSMEM1	254	274	306	YES	1	6	0	0	6	5	Extracellular	0.142	0.162		NO
GBRE_HUMAN	GABRE	P78334	GBRE_HUMAN_TRANSMEM2	TRANSMEM2	281	301	306	YES	1	6	0	0	6	5	Extracellular	0.298	0.303		NO
GBRE_HUMAN	GABRE	P78334	GBRE_HUMAN_TRANSMEM3	TRANSMEM3	344	364	372	YES	1	6	0	0	6	5	Extracellular	0.317	0.479		NO
GBRE_HUMAN	GABRE	P78334	GBRE_HUMAN_TRANSMEM4	TRANSMEM4	486	506	496	YES	1	6	0	0	6	5	Cytoplasmic	0.185	0.288		NO
GBRG1_HUMAN	GABRG1	Q8N1C3	GBRG1_HUMAN_TRANSMEM1	TRANSMEM1	273	294	299	YES	1	26	0	0	26	5	Extracellular	0.238	0.367		NO
GBRG1_HUMAN	GABRG1	Q8N1C3	GBRG1_HUMAN_TRANSMEM2	TRANSMEM2	299	320	321	YES	1	26	0	0	26	5	Extracellular	0.221	0.266		NO
GBRG1_HUMAN	GABRG1	Q8N1C3	GBRG1_HUMAN_TRANSMEM3	TRANSMEM3	332	354	356	YES	1	26	0	0	26	5	Extracellular	0.278	0.397		NO
GBRG1_HUMAN	GABRG1	Q8N1C3	GBRG1_HUMAN_TRANSMEM4	TRANSMEM4	445	465	455	YES	1	26	0	0	26	5	Cytoplasmic	0.164	0.267		NO
GBRG2_HUMAN	GABRG2	P18507	GBRG2_HUMAN_TRANSMEM1	TRANSMEM1	274	296	301	YES	1	39	9	16	21	5	Extracellular	0.213	0.37		NO
GBRG2_HUMAN	GABRG2	P18507	GBRG2_HUMAN_TRANSMEM2	TRANSMEM2	300	322	323	YES	1	39	9	16	21	5	Extracellular	0.209	0.253		NO
GBRG2_HUMAN	GABRG2	P18507	GBRG2_HUMAN_TRANSMEM3	TRANSMEM3	334	356	354	YES	1	39	9	16	21	5	Extracellular	0.25	0.374		NO
GBRG2_HUMAN	GABRG2	P18507	GBRG2_HUMAN_TRANSMEM4	TRANSMEM4	444	466	454	YES	1	39	9	16	21	5	Cytoplasmic	0.18	0.266		NO
GBRG3_HUMAN	GABRG3	Q99928	GBRG3_HUMAN_TRANSMEM1	TRANSMEM1	255	277	282	YES	1	12	1	0	11	5	Extracellular	0.228	0.384		NO
GBRG3_HUMAN	GABRG3	Q99928	GBRG3_HUMAN_TRANSMEM2	TRANSMEM2	281	303	304	YES	1	12	1	0	11	5	Extracellular	0.219	0.287		NO
GBRG3_HUMAN	GABRG3	Q99928	GBRG3_HUMAN_TRANSMEM3	TRANSMEM3	315	337	338	YES	1	12	1	0	11	5	Extracellular	0.318	0.419		NO
GBRG3_HUMAN	GABRG3	Q99928	GBRG3_HUMAN_TRANSMEM4	TRANSMEM4	444	467	454	YES	1	12	1	0	11	5	Cytoplasmic	0.167	0.262		NO
GBRP_HUMAN	GABRP	O00591	GBRP_HUMAN_TRANSMEM1	TRANSMEM1	243	266	271	YES	1	9	0	0	9	5	Extracellular	0.224	0.351		NO
GBRP_HUMAN	GABRP	O00591	GBRP_HUMAN_TRANSMEM2	TRANSMEM2	270	292	292	YES	1	9	0	0	9	5	Extracellular	0.274	0.317		NO
GBRP_HUMAN	GABRP	O00591	GBRP_HUMAN_TRANSMEM3	TRANSMEM3	305	327	328	YES	1	9	0	0	9	5	Extracellular	0.37	0.563		NO
GBRP_HUMAN	GABRP	O00591	GBRP_HUMAN_TRANSMEM4	TRANSMEM4	417	438	427	YES	1	9	0	0	9	5	Cytoplasmic	0.141	0.277		NO
GBRR1_HUMAN	GABRR1	P24046	GBRR1_HUMAN_TRANSMEM1	TRANSMEM1	282	305	310	YES	1	9	0	0	9	5	Extracellular	0.214	0.403		NO
GBRR1_HUMAN	GABRR1	P24046	GBRR1_HUMAN_TRANSMEM2	TRANSMEM2	309	331	334	YES	1	9	0	0	9	5	Extracellular	0.442	0.54		NO
GBRR1_HUMAN	GABRR1	P24046	GBRR1_HUMAN_TRANSMEM3	TRANSMEM3	343	365	366	YES	1	9	0	0	9	5	Extracellular	0.273	0.441		NO
GBRR1_HUMAN	GABRR1	P24046	GBRR1_HUMAN_TRANSMEM4	TRANSMEM4	458	479	468	YES	1	9	0	0	9	5	Cytoplasmic	0.154	0.202		NO
GBRR2_HUMAN	GABRR2	P28476	GBRR2_HUMAN_TRANSMEM1	TRANSMEM1	261	281	290	YES	1	6	0	0	6	5	Extracellular	0.209	0.398		NO
GBRR2_HUMAN	GABRR2	P28476	GBRR2_HUMAN_TRANSMEM2	TRANSMEM2	294	314	314	YES	1	6	0	0	6	5	Extracellular	0.458	0.552		NO
GBRR2_HUMAN	GABRR2	P28476	GBRR2_HUMAN_TRANSMEM3	TRANSMEM3	326	346	346	YES	1	6	0	0	6	5	Extracellular	0.342	0.468		NO
GBRR2_HUMAN	GABRR2	P28476	GBRR2_HUMAN_TRANSMEM4	TRANSMEM4	444	464	454	YES	1	6	0	0	6	5	Cytoplasmic	0.157	0.185		NO
GBRR3_HUMAN	GABRR3	A8MPY1	GBRR3_HUMAN_TRANSMEM1	TRANSMEM1	267	287	296	YES	1	3	0	0	3	5	Extracellular	0.183	0.427		NO
GBRR3_HUMAN	GABRR3	A8MPY1	GBRR3_HUMAN_TRANSMEM2	TRANSMEM2	300	320	320	YES	1	3	0	0	3	5	Cytoplasmic	0.511	0.595		NO
GBRR3_HUMAN	GABRR3	A8MPY1	GBRR3_HUMAN_TRANSMEM3	TRANSMEM3	332	352	352	YES	1	3	0	0	3	5	Extracellular	0.317	0.424		NO
GBRR3_HUMAN	GABRR3	A8MPY1	GBRR3_HUMAN_TRANSMEM4	TRANSMEM4	447	467	458	YES	1	3	0	0	3	5	Cytoplasmic	0.131	0.251		NO
GBRT_HUMAN	GABRQ	Q9UN88	GBRT_HUMAN_TRANSMEM1	TRANSMEM1	269	289	296	YES	1	9	0	0	9	5	Extracellular	0.215	0.335		NO
GBRT_HUMAN	GABRQ	Q9UN88	GBRT_HUMAN_TRANSMEM2	TRANSMEM2	327	347	350	YES	1	9	0	0	9	5	Extracellular	0.174	0.694		NO
GBRT_HUMAN	GABRQ	Q9UN88	GBRT_HUMAN_TRANSMEM3	TRANSMEM3	612	632	622	YES	1	9	0	0	9	5	Extracellular	0.152	0.248		NO
GDAP1_HUMAN	GDAP1	Q8TB36	GDAP1_HUMAN_TRANSMEM1	TRANSMEM1	292	312	315	YES	0	36	15	23	6	5	Other	0.182	0.206		NO
GDAP1_HUMAN	GDAP1	Q8TB36	GDAP1_HUMAN_TRANSMEM2	TRANSMEM2	320	340	330	YES	0	36	15	23	6	5	Other	0.118	0.268		NO
GDC_HUMAN	SLC25A16	P16260	GDC_HUMAN_TRANSMEM2	TRANSMEM2	88	108	109	YES	0	4	0	1	3	5	Other	0.155	0.128		NO
GDC_HUMAN	SLC25A16	P16260	GDC_HUMAN_TRANSMEM3	TRANSMEM3	134	154	160	YES	0	4	0	1	3	5	Other	0.191	0.219		NO
GDC_HUMAN	SLC25A16	P16260	GDC_HUMAN_TRANSMEM4	TRANSMEM4	191	211	202	YES	0	4	0	1	3	5	Other	0.203	0.208		NO
GDC_HUMAN	SLC25A16	P16260	GDC_HUMAN_TRANSMEM5	TRANSMEM5	244	264	255	YES	0	4	0	1	3	5	Other	0.171	0.174		NO
GDC_HUMAN	SLC25A16	P16260	GDC_HUMAN_TRANSMEM6	TRANSMEM6	299	319	319	YES	0	4	0	1	3	5	Other	0.131	0.148		NO
GDE1_HUMAN	GDE1	Q9NZC3	GDE1_HUMAN_TRANSMEM2	TRANSMEM2	248	268	274	YES	0	4	0	0	4	5	Lumenal	0.207	0.262		NO
GDPD1_HUMAN	GDPD1	Q8N9F7	GDPD1_HUMAN_TRANSMEM2	TRANSMEM2	196	216	219	YES	0	1	0	0	1	5	Cytoplasmic	0.22	0.567		YES
GDPD2_HUMAN	GDPD2	Q9HCC8	GDPD2_HUMAN_TRANSMEM2	TRANSMEM2	86	106	105	YES	0	2	0	0	2	5	Extracellular	0.19	0.598		NO
GDPD2_HUMAN	GDPD2	Q9HCC8	GDPD2_HUMAN_TRANSMEM3	TRANSMEM3	122	142	138	YES	0	2	0	0	2	5	Cytoplasmic	0.502	0.669		NO
GDPD2_HUMAN	GDPD2	Q9HCC8	GDPD2_HUMAN_TRANSMEM4	TRANSMEM4	155	175	202	YES	0	2	0	0	2	5	Extracellular	0.203	0.459		NO
GDPD2_HUMAN	GDPD2	Q9HCC8	GDPD2_HUMAN_TRANSMEM5	TRANSMEM5	189	209	211	YES	0	2	0	0	2	5	Cytoplasmic	0.566	0.722		NO
GDPD2_HUMAN	GDPD2	Q9HCC8	GDPD2_HUMAN_TRANSMEM6	TRANSMEM6	491	511	513	YES	0	2	0	0	2	5	Extracellular	0.185	0.323		NO
GDPD3_HUMAN	GDPD3	Q7L5L3	GDPD3_HUMAN_TRANSMEM2	TRANSMEM2	199	221	218	YES	0	0	0	0	0	5	Extracellular	0.209	0.296		NO
GDPD4_HUMAN	GDPD4	Q6W3E5	GDPD4_HUMAN_TRANSMEM2	TRANSMEM2	40	60	63	YES	0	2	0	0	2	5	Extracellular	0.252	0.619		NO
GDPD4_HUMAN	GDPD4	Q6W3E5	GDPD4_HUMAN_TRANSMEM3	TRANSMEM3	70	90	88	YES	0	2	0	0	2	5	Cytoplasmic	0.205	0.69		YES
GDPD4_HUMAN	GDPD4	Q6W3E5	GDPD4_HUMAN_TRANSMEM4	TRANSMEM4	110	130	129	YES	0	2	0	0	2	5	Extracellular	0.251	0.453		NO
GDPD4_HUMAN	GDPD4	Q6W3E5	GDPD4_HUMAN_TRANSMEM5	TRANSMEM5	163	183	186	YES	0	2	0	0	2	5	Cytoplasmic	0.372	0.482		NO
GDPD4_HUMAN	GDPD4	Q6W3E5	GDPD4_HUMAN_TRANSMEM6	TRANSMEM6	469	489	489	YES	0	2	0	0	2	5	Extracellular	0.25	0.516		NO
